team,player,overall
China,Lu Wenjun,66
China,Yin Hongbo,66
Uruguay,F. Guichón,66
South Africa,S. Mpontshane,66
Colombia,L. Saldaña,66
Turkey,B. Emir,66
Colombia,D. Gómez,66
Colombia,M. Riascos,66
Norway,S. Aasmundsen,66
Spain,Jano,66
Spain,Dani Suárez,66
Spain,Morillas,66
Chile,G. Pacheco,66
Italy,A. Nalini,66
Austria,M. Perlak,66
Brazil,Jailson Acuna,66
Brazil,Narcisso Mau,66
Brazil,Botelhinonsa,66
Brazil,Edenildo Lagoas,66
Brazil,Dilson Calegari,66
Brazil,Nazario Serpe,66
Brazil,Lorenzao Masca,66
Brazil,Danilo Sacrio,66
Brazil,Emílio Trevões,66
Brazil,Flávio Triginho,66
Estonia,K. Kallaste,66
South Korea,Lee Ho Seung,66
Japan,T. Takagi,66
Japan,H. Watanabe,66
Japan,H. Okuno,66
Japan,K. Yonekura,66
Armenia,M. Guevgeozián,66
Japan,K. Oi,66
Japan,Y. Toyoda,66
Japan,Y. Takahashi,66
Brazil,Fabio,66
Japan,K. Nakamachi,66
Japan,T. Wada,66
Japan,H. Iikura,66
Japan,Y. Maruyama,66
Japan,H. Kawano,66
Japan,S. Yamamoto,66
Japan,R. Nagaki,66
Japan,A. Nakamura,66
Japan,M. Mihara,66
Japan,K. Taketomi,66
Japan,K. Moriya,66
Japan,D. Kikuchi,66
Brazil,Josimar Feijoo,66
South Africa,D. Thopola,66
Japan,A. Tanaka,66
Brazil,Ever Rodeiro,66
Brazil,Raphael Doninho,66
Brazil,Kauã Reisende,66
Brazil,Luis Marleiro,66
Japan,T. Yamashita,66
Netherlands,R. Seuntjens,66
Japan,R. Matsuda,66
Germany,D. Frick,66
Germany,M. Heider,66
Germany,K. Gehring,66
Germany,M. Röser,66
Germany,D. Keita-Ruel,66
Germany,R. Eckardt,66
Canada,M. Wassey,66
Italy,S. Scappini,66
South Africa,B. Jayiya,66
Uruguay,J. Sandoval,66
Argentina,R. Blanco,66
Zambia,A. Mulenga,66
Spain,Basilio,66
Portugal,Diogo Santos,66
Argentina,G. Rodríguez,66
Spain,Corpas,66
Brazil,João Gabriel,66
Morocco,Z. Laaroubi,66
Ecuador,C. Feraud,66
South Africa,M. Booysen,66
Germany,C. Früchtl,65
France,S. Diop,65
England,R. Nelson,65
Netherlands,T. Chong,65
France,M. Sylla,65
Zambia,P. Daka,65
France,Y. Adli,65
Italy,L. Pellegrini,65
Germany,D. Jastrzembski,65
England,H. Chapman,65
Italy,S. Lo Faso,65
England,C. Gribbin,65
England,T. Edwards,65
Germany,R. Massimo,65
England,T. Adarabioyo,65
Wales,T. Roberts,65
England,T. Chalobah,65
England,J. Dasilva,65
United States,J. Pérez,65
France,S. Niakaté,65
Denmark,M. Damsgaard,65
Germany,L. Maina,65
Brazil,Marquinhos Cipriano,65
England,J. Bree,65
Spain,Cristo González,65
Denmark,J. Larsen,65
Namibia,R. Nyambe,65
Scotland,R. McCrorie,65
Brazil,Evander,65
England,E. Eze,65
Paraguay,C. Paredes,65
Greece,C. Giousis,65
Portugal,Luís Maximiano,65
Italy,M. Coppolaro,65
Italy,G. Castrovilli,65
Colombia,B. Rovira,65
England,L. Amos,65
England,B. Mason,65
Spain,Pol Valentín,65
Bosnia and Herzegovina,E. Demirović,65
Switzerland,N. Manzambi,65
Netherlands,M. Bakker,65
France,G. Poussin,65
Portugal,João Moutinho,65
Hungary,A. Dobos,65
Moldova,V. Damascan,65
England,J. Whatmough,65
Germany,A. Nübel,65
France,Q. Braat,65
France,K. Sanson,65
New Zealand,S. Singh,65
Bosnia and Herzegovina,A. Hadžiahmetović,65
Argentina,F. Troyansky,65
Russia,A. Maksimenko,65
Germany,N. Seufert,65
France,J. Bellegarde,65
Italy,F. Depaoli,65
Argentina,G. Togni,65
Mexico,J. Godínez,65
Chile,N. Guerra,65
France,G. Koyalipou,65
France,A. Ba,65
Venezuela,J. Mejías,65
United States,M. McKenzie,65
Colombia,J. Campuzano,65
Slovenia,J. Bijol,65
Mexico,M. Ruiz,65
England,H. Adelakun,65
Germany,N. Körber,65
England,R. Ledson,65
Austria,S. Lovric,65
England,C. Chaplin,65
England,J. Jones,65
Belgium,I. Azzaoui,65
Italy,S. Pontisso,65
England,K. Edwards,65
Germany,F. Reese,65
Luxembourg,C. Martins Pereira,65
Australia,R. McGree,65
Germany,G. Fechner,65
Spain,Markel Areitio,65
Argentina,M. Senesi,65
Belgium,L. Verstraete,65
Norway,F. Knudsen,65
Netherlands,N. Lang,65
Portugal,Pedro Silva,65
Scotland,E. Hamilton,65
Germany,P. Jaeckel,65
Italy,D. Marcandella,65
Nigeria,H. Gong,65
Ukraine,N. Rusyn,65
Peru,M. López,65
England,M. Bennett,65
England,B. Cargill,65
Switzerland,N. Haas,65
Mexico,P. Jaquez,65
England,T. Cantwell,65
Argentina,E. Amor,65
Denmark,J. Pohl,65
Colombia,D. Arboleda,65
Algeria,S. Daham,65
France,K. Boto,65
Turkey,H. Alpsoy,65
England,K. Davis,65
Chile,R. Tarifeño,65
Brazil,Matheus Jesus,65
Germany,V. Janelt,65
United States,D. Jones,65
Italy,V. Mantovani,65
France,B. Passi,65
Switzerland,V. Janjičić,65
Germany,P. Sontheimer,65
Nigeria,C. Ejuke,65
Germany,S. Vasiliadis,65
Switzerland,Q. Maceiras,65
Belgium,A. Benchaib,65
England,S. Hughes,65
Italy,L. Fiordilino,65
Spain,N. Garmendia,65
Spain,Borja Sánchez,65
Zambia,E. Mwepu,65
England,M. Lowe,65
Colombia,C. Rentería,65
United States,G. Zelalem,65
Switzerland,G. Wüthrich,65
England,A. Smith-Brown,65
Netherlands,K. Veendorp,65
Argentina,D. Rodríguez,65
England,T. Walker,65
England,L. Coyle,65
Australia,A. Gersbach,65
Greece,K. Kotsaris,65
Argentina,J. Devecchi,65
England,C. Trueman,65
Chile,C. Lobos,65
Spain,Pastrana,65
Republic of Ireland,J. Cullen,65
Poland,J. Piotrowski,65
Argentina,B. Rivero,65
Argentina,L. Perdomo,65
Spain,Joni Montiel,65
Netherlands,D. Doekhi,65
Brazil,Léo Príncipe,65
Brazil,Bruno Gomes,65
Croatia,A. Krešić,65
Armenia,N. Briasco,65
Sweden,S. Olsson,65
Austria,M. Thurnwald,65
United States,K. Ford,65
Spain,Erik Expósito,65
Mexico,U. Antuna,65
Scotland,S. Dembele,65
Zimbabwe,T. Hadebe,65
Mexico,B. Figueroa,65
Greece,A. Katranis,65
Spain,Escriche,65
Spain,Fabio González,65
Argentina,F. Apaolaza,65
Spain,B. Diaby,65
Ukraine,I. Zotko,65
Brazil,Aloísio,65
France,H. El Mokeddem,65
Uruguay,C. Benavídez,65
England,J. Willis,65
Bolivia,P. Azogue,65
England,T. Lapslie,65
England,C. Dawson,65
Chile,L. Pavez,65
Norway,H. Bjørdal,65
Italy,E. Capradossi,65
England,L. O'Nien,65
England,S. Szmodics,65
England,K. Dempsey,65
Colombia,H. Zapata,65
England,L. Reed,65
Germany,A. Brunst,65
England,A. Cannon,65
England,C. Colkett,65
England,K. Vincent-Young,65
Ghana,D. Atanga,65
Belgium,R. Mmaee,65
Russia,G. Melkadze,65
Argentina,J. Vitale,65
England,J. Dacres-Cogley,65
Germany,N. Kijewski,65
France,M. Udol,65
Germany,T. Ndenge,65
Brazil,Júnior Tavares,65
England,R. Williams,65
Japan,K. Miyahara,65
Russia,N. Medvedev,65
Italy,S. Palombi,65
Turkey,S. Çakır,65
Germany,F. Ananou,65
France,L. Goujon,65
Paraguay,M. Rojas,65
Ghana,S. Tetteh,65
Germany,F. Pick,65
Saudi Arabia,A. Al Joui,65
Germany,K. Broll,65
Germany,B. Manu,65
Argentina,J. Álvarez,65
Finland,R. Taylor,65
Senegal,O. Ba,65
Argentina,M. Ortíz,65
Ecuador,M. Estrada,65
Spain,Aitor Ruibal,65
Ecuador,G. Cortez,65
South Korea,Lee Keun Ho,65
Spain,Álex Díez,65
Croatia,T. Borevković,65
Zambia,F. Sakala,65
Ecuador,J. Méndez,65
England,M. Grimes,65
Ghana,I. Donkor,65
Australia,S. Mauk,65
Australia,C. Elder,65
Scotland,C. Kerr,65
Italy,L. Filippini,65
Brazil,Euller,65
Spain,Einar Galilea,65
England,H. McGahey,65
Poland,P. Bochniewicz,65
England,J. Horsfield,65
Senegal,M. Mbaye,65
Switzerland,F. Rodríguez,65
Scotland,M. Devlin,65
Ghana,M. Osei Kwadwo,65
Norway,A. Hanche-Olsen,65
France,A. Confais,65
Ghana,J. Amoah,65
Germany,F. Porath,65
Denmark,A. Munksgaard,65
Norway,J. Ryerson,65
Portugal,João Nunes,65
United States,A. Muyl,65
Austria,M. Honsak,65
England,A. Walkes,65
Morocco,F. Moufi,65
Mexico,G. Aguirre,65
Sweden,J. Augustinsson,65
Netherlands,D. Dankerlui,65
France,R. Descamps,65
Cameroon,D. Lamkel Zé,65
Greece,D. Giannoulis,65
United States,A. Crognale,65
Spain,Javi Jiménez,65
France,A. Leautey,65
United States,I. Harkes,65
Spain,Guridi,65
Spain,Loureiro,65
Germany,A. Barylla,65
Uruguay,Y. Quintana,65
Italy,G. Magnani,65
Netherlands,M. Breij,65
Italy,I. Rondanini,65
Nigeria,U. Moses Ekpai,65
England,C. Nelson,65
England,C. Woodrow,65
Wales,L. Thompson,65
Brazil,Paulo Otávio,65
Australia,B. Garuccio,65
Germany,R. Yalçın,65
Germany,O. Schnitzler,65
Germany,F. Lohkemper,65
South Korea,Ham Seok Min,65
Germany,D. Gabriele,65
England,C. Long,65
Belgium,J. Caenepeel,65
Gambia,S. Marreh,65
Sweden,N. Sonko Sundberg,65
Canada,J. Hamilton,65
Norway,M. Lundemo,65
Croatia,M. Jakoliš,65
England,T. Moore,65
Belgium,A. Ciranni,65
Mexico,A. Díaz,65
Poland,A. Buksa,65
England,Z. Vyner,65
Germany,J. Günther-Schmidt,65
Italy,G. Acampora,65
Brazil,Nathan,65
France,A. Bobichon,65
Portugal,Dálcio,65
Netherlands,M. Savastano,65
France,F. Ayé,65
Mexico,A. Mozo,65
Spain,Adri Castellano,65
Germany,L. Putaro,65
Japan,R. Ogawa,65
Portugal,Pité,65
Panama,A. Arroyo,65
Colombia,F. Flórez,65
Japan,K. Matsubara,65
Netherlands,T. Dekker,65
Benin,O. Verdon,65
Germany,D. Volkmer,65
Germany,F. Hansch,65
Sudan,M. Eisa,65
Burkina Faso,C. Bayala,65
Nigeria,I. Alhassan,65
Germany,M. Costly,65
Albania,K. Abazaj,65
Cape Verde,Patrick,65
Brazil,Luquinhas,65
Ukraine,O. Andrievskyi,65
England,J. Clarke-Harris,65
England,G. Bigirimana,65
Norway,K. Haraldseid,65
Ecuador,J. Valencia,65
Scotland,M. Kennedy,65
Australia,N. Ansell,65
England,H. Toffolo,65
Wales,M. Fox,65
Ghana,B. Adjei-Boateng,65
Switzerland,J. Untersee,65
Spain,Pol García,65
England,D. Gape,65
Senegal,D. Diagné,65
Colombia,C. Mancilla,65
Denmark,M. Aaquist,65
Colombia,C. Palomeque,65
England,G. Honeyman,65
Spain,Ángel Galván,65
Argentina,G. Piovi,65
Republic of Ireland,E. O'Connell,65
Jamaica,D. Lowe,65
Ghana,P. Twumasi,65
Brazil,Ronan,65
Spain,F. Palacios Martínez,65
Poland,J. Kubicki,65
India,S. Jhingan,65
Turkey,O. Özdemir,65
Austria,T. Knoflach,65
Austria,A. Gruber,65
Netherlands,M. de Fockert,65
Italy,G. Di Noia,65
France,J. Butez,65
Portugal,Rúben Lameiras,65
Senegal,B. Gueye,65
Italy,J. Petriccione,65
Belgium,D. Van den Buijs,65
Ecuador,H. Piedra,65
New Zealand,D. Wynne,65
Argentina,H. Da Campo,65
Argentina,F. Lanzillotta,65
France,R. Lacazette,65
Germany,L. Görtler,65
Spain,Damià,65
Colombia,K. Osorio,65
Japan,T. Nishino,65
South Korea,Choi Kyu Baek,65
Argentina,G. Rehak,65
Ivory Coast,Y. Meité,65
Chile,J. Leiva,65
Italy,A. Beghetto,65
Saudi Arabia,S. Al Rubaie,65
Netherlands,P. Clement,65
Germany,R. Scheu,65
Slovenia,J. Balkovec,65
Germany,K. Wagner,65
Spain,Óscar Valentín,65
Serbia,A. Vukotić,65
Bulgaria,B. Tsonev,65
England,J. Steer,65
Australia,M. Amini,65
Switzerland,N. Lavanchy,65
Ivory Coast,A. Razak,65
England,A. Cairns,65
Germany,S. Yesil,65
Denmark,F. Helstrup,65
England,I. Vassell,65
England,J. Husband,65
Turkey,E. Ataseven,65
Cameroon,Y. M'Bone,65
Greece,T. Fountas,65
Denmark,J. Haugaard,65
England,M. Pearson,65
Netherlands,W. Marinus,65
Belgium,R. Jaadi,65
England,D. Poleon,65
Italy,L. Verna,65
Germany,G. Wegkamp,65
Australia,C. Chapman,65
Denmark,A. Ibsen Rømer,65
Spain,Salva Ruíz,65
Germany,P. Drewes,65
United States,S. O'Neill,65
Norway,S. Tronstad,65
Senegal,J. Thiaré,65
Saudi Arabia,T. Al Absi,65
Chile,A. Martínez,65
Poland,M. Nalepa,65
England,A. Tshibola,65
Spain,Noblejas,65
Spain,Marcelo Djaló,65
Spain,Iván Márquez,65
Spain,Óscar Whalley,65
Sweden,C. Starfelt,65
Moldova,A. Coşelev,65
Argentina,F. Fydriszewski,65
Argentina,N. Oroz,65
Norway,A. Witry,65
Austria,L. Jäger,65
Comoros,B. Youssouf,65
Denmark,J. Tverskov,65
France,N. Mbemba,65
Chile,C. Vergara,65
Italy,M. Bani,65
Canada,A. Jackson-Hamel,65
France,G. Cros,65
Spain,Grego Sierra,65
Benin,S. D'Almeida,65
France,D. Louiserre,65
Spain,Carlos Nieto,65
France,T. Valls,65
Curaçao,J. Arias,65
Canada,J. Chapman,65
United States,K. Shelton,65
United States,N. Besler,65
Argentina,A. Sandona,65
United States,J. McCarthy,65
Slovakia,B. Niňaj,65
Italy,G. Carpani,65
Turkey,U. Nayir,65
Uruguay,F. Gino,65
Sweden,R. Gojani,65
Colombia,J. Aguirre,65
Nigeria,S. Ibeagha,65
Japan,K. Hashimoto,65
Serbia,A. Pavlović,65
France,Y. Marillat,65
Paraguay,T. Paredes,65
France,F. N'Goma,65
South Korea,Park Yi-Young,65
Germany,M. Kleinsorge,65
France,J. Clauss,65
Costa Rica,J. Cascante,65
Togo,S. Lawson,65
Norway,A. Østbø,65
Norway,E. Barli,65
Scotland,C. Robertson,65
United States,C. Cropper,65
France,B. Samba,65
Denmark,D. Pedersen,65
Republic of Ireland,P. Sweeney,65
Nigeria,G. Arokoyo,65
England,R. Edwards,65
England,M. Benning,65
England,C. Burgess,65
Saudi Arabia,H. Kadish,65
Spain,Alex Vallejo,65
Germany,N. Quaschner,65
Australia,A. Hoole,65
New Zealand,S. Roux,65
Senegal,A. Coly,65
France,L. Rougeaux,65
Austria,P. Tschernegg,65
Germany,F. Kath,65
Senegal,A. Seck,65
Brazil,Raphael Silva,65
England,J. Clarke,65
Argentina,M. De Iriondo,65
Argentina,D. Mendoza,65
United States,M. Hairston,65
South Korea,Kim Yong Hwan,65
Saudi Arabia,Y. Barnawi,65
United States,E. Miller,65
Saudi Arabia,S. Al Jaman,65
China,Yu Rui,65
Austria,R. Kerschbaum,65
Poland,K. Mazek,65
Iceland,E. Ómarsson,65
South Korea,Jeong Hyun Cheol,65
France,F. Bambock,65
Brazil,Matheus Reis,65
Denmark,F. Tingager,65
United States,J. Campbell,65
Argentina,M. Vázquez,65
Peru,N. Loyola,65
Sweden,F. Rogic,65
Czech Republic,M. Lüftner,65
Mexico,J. Valadez,65
Morocco,A. El Kaabi,65
Belgium,A. De Bruyn,65
Spain,Manu García,65
Turkey,I. Durmuş,65
Honduras,M. Chirinos,65
Bosnia and Herzegovina,Z. Kozulj,65
England,A. Chicksen,65
Norway,T. Børven,65
England,J. Stockley,65
England,K. Harris,65
Italy,F. Paghera,65
Republic of Ireland,R. Benson,65
Mexico,H. Acosta,65
Guatemala,M. Hernandez,65
Northern Ireland,A. Thompson,65
Japan,R. Miyaichi,65
Italy,S. Calvano,65
England,J. Clark,65
Slovakia,R. Lašík,65
England,J. Riley,65
England,A. Stewart,65
Norway,K. Løkberg,65
Netherlands,N. Bakker,65
Germany,P. Steinhart,65
Spain,Fernando,65
Spain,De Los Reyes,65
Kosovo,H. Shala,65
Guinea-Bissau,Francisco Júnior,65
Germany,E. Zenga,65
Switzerland,S. Grether,65
Italy,M. Marras,65
Saudi Arabia,S. Al Sawadi,65
Italy,L. Miracoli,65
Netherlands,F. Sporkslede,65
Italy,L. Ghiringhelli,65
Poland,D. Dziwniel,65
Colombia,O. García,65
Italy,F. Forte,65
Colombia,J. Mosquera,65
England,K. Jackson,65
Poland,S. Mrowca,65
Tunisia,M. Gouaida,65
Germany,F. Menig,65
Namibia,V. Vries,65
Colombia,M. Mosquera,65
Chile,D. Torres,65
France,G. Paquiez,65
Argentina,G. Villarruel,65
South Korea,Woo Ju Sung,65
South Korea,Kwak Hae Seong,65
England,L. Berry,65
Spain,Luis Ruiz,65
Greece,N. Ioannidis,65
Turkey,O. Berber,65
Wales,C. Doidge,65
Paraguay,S. Torrizales,65
Argentina,L. Villarruel,65
Argentina,A. Arregui,65
Netherlands,N. Kuipers,65
Norway,F. Azemi,65
South Africa,T. Lorch,65
Chile,D. Castillo,65
DR Congo,V. N'Simba,65
Spain,Álvaro Traver,65
Germany,F. Herbers,65
South Korea,Heo Yong Joon,65
Italy,S. Monaco,65
Panama,C. Martinez,65
Paraguay,O. Franco,65
Morocco,M. Saadane,65
South Africa,J. Chabalala,65
England,L. Leahy,65
South Africa,M. Dube,65
Portugal,João Reis,65
France,E. Vandenabeele,65
Ghana,C. Ohene,65
Georgia,J. Jigauri,65
Cameroon,C. Evina,65
Croatia,M. Delač,65
Czech Republic,J. Zelený,65
England,S. Mantom,65
France,G. Gigliotti,65
United States,J. Kempin,65
Italy,S. Dell'Agnello,65
Republic of Ireland,M. Harriman,65
France,P. Delecroix,65
Belgium,M. Ospitalieri,65
Spain,Borja García,65
Belgium,B. Verboom,65
Australia,A. Caceres,65
Northern Ireland,C. Lavery,65
Colombia,S. Avellaneda,65
Germany,S. Sané,65
Saudi Arabia,S. Al Duayyi,65
China,Lei Tenglong,65
Israel,O. Marciano,65
China,Wu Yake,65
Colombia,F. Viáfara,65
South Korea,Han Seok Jong,65
Chile,C. Jopia,65
Netherlands,A. Damen,65
Argentina,L. Hoyos,65
Hungary,R. Litauszki,65
Italy,A. Vita,65
Chile,V. Morales,65
Portugal,Mauro Cerqueira,65
Japan,S. Inagaki,65
Argentina,G. Modica,65
Norway,A. Hopmark,65
Belgium,T. Mpati,65
South Africa,I. Maela,65
Germany,J. Löhmannsröben,65
Spain,Kike,65
Bolivia,M. Ortíz,65
United States,M. Hildebrandt,65
Germany,F. Viteritti,65
Algeria,M. Naamani,65
Italy,D. Mungo,65
Argentina,M. Álvarez,65
Ukraine,A. Batsula,65
Australia,M. Birighitti,65
Argentina,G. Marinelli,65
England,S. O'Keefe,65
Norway,S. Ringstad,65
England,D. Andrew,65
Austria,M. Pink,65
England,F. Nouble,65
England,A. Wildig,65
Scotland,J. Ness,65
England,J. Jervis,65
Denmark,M. Rømer,65
Sweden,R. Magyar,65
Mexico,G. Allison,65
England,H. Pell,65
Nigeria,D. Chima Chukwu,65
Italy,G. Beretta,65
Germany,M. Erb,65
France,J. Mendes,65
United States,K. Ellis,65
New Zealand,J. Gleeson,65
South Korea,Jung Seung Yong,65
Wales,E. Harrison,65
Mali,O. Cissé,65
Netherlands,D. Schmidt,65
Germany,J. Derstroff,65
England,K. Hemmings,65
Denmark,A. Juel Andersen,65
Bulgaria,R. Kirilov,65
Brazil,Maicon,65
Guyana,W. Creavalle,65
Austria,L. Grozurek,65
Madagascar,F. Boyer,65
Poland,M. Lewandowski,65
Italy,T. Cancellotti,65
France,J. Phojo,65
Switzerland,O. Ademi,65
South Korea,Lee Ki Je,65
United States,D. Remick,65
Norway,T. Lehne Olsen,65
Chile,M. Dávila,65
Faroe Islands,G. Rólantsson Sørensen,65
Germany,F. Kaufmann,65
Mexico,H. Cid,65
Colombia,J. Duque,65
Bolivia,D. Bejarano,65
Chile,M. Blázquez,65
Finland,E. Markkanen,65
United States,C. Duvall,65
Turkey,A. Çeviker,65
Denmark,E. Marxen,65
South Africa,H. Ekstein,65
Italy,A. Sabbione,65
Bosnia and Herzegovina,E. Šipović,65
Switzerland,A. Marchesano,65
Nigeria,M. Ogbu,65
Curaçao,G. Nepomuceno,65
Japan,T. Miyayoshi,65
Japan,K. Ogawa,65
Argentina,D. Sosa,65
Germany,P. Hoffmann,65
Germany,M. Rahn,65
Germany,P. Sohm,65
Germany,M. Dombrowka,65
France,C. Mandouki,65
France,D. Gomis,65
Egypt,M. Atwa,65
Spain,Fran Gámez,65
Northern Ireland,A. Hughes,65
Sweden,K. Bakırcıoğlu,65
Norway,F. Kippe,65
Norway,H. Opdal,65
England,A. Ferdinand,65
Austria,M. Langer,65
France,M. Tacalfred,65
Northern Ireland,A. Mannus,65
France,A. Balijon,65
Scotland,L. Miller,65
England,A. Lonergan,65
Germany,R. König,65
Turkey,B. Körk,65
Italy,M. Cassani,65
Germany,M. Stoll,65
Denmark,K. Risgård,65
Japan,S. Narazaki,65
England,A. Butler,65
Switzerland,C. Schwegler,65
Angola,G. Kusunga,65
Brazil,Freire,65
Poland,S. Peszko,65
Belgium,B. Vandenbussche,65
Australia,C. Valeri,65
Republic of Ireland,G. Rogers,65
England,J. Coppinger,65
England,G. Evans,65
England,S. Brown,65
Norway,D. Holm,65
Poland,G. Wojtkowiak,65
Ivory Coast,H. Guy,65
Poland,G. Bartczak,65
Scotland,C. Mackail-Smith,65
Norway,V. Demidov,65
Poland,J. Szmatuła,65
Denmark,P. Nymann,65
Scotland,A. Considine,65
Mali,K. Cissé,65
Mexico,A. Castro,65
Republic of Ireland,A. Gerrard,65
Austria,R. Gartler,65
Brazil,Thiago Xavier,65
Norway,H. Skogseid,65
Argentina,M. Caranta,65
Republic of Ireland,A. McCormack,65
Republic of Ireland,D. O'Dea,65
Republic of Ireland,S. Cox,65
England,T. Craig,65
England,D. Mirfin,65
Czech Republic,M. Papadopulos,65
United States,A. Gordon,65
Wales,C. Davies,65
Togo,R. Boukari,65
England,J. Lillis,65
Wales,N. Adams,65
Germany,D. Stroh-Engel,65
Republic of Ireland,S. O'Donnell,65
Palestine,I. Khalili,65
Uruguay,D. Guastavino,65
Italy,R. De Vita,65
England,C. Woods,65
England,G. Liddle,65
England,J. Brown,65
Northern Ireland,R. McArdle,65
England,D. Jones,65
England,L. Prosser,65
Germany,M. Stein,65
England,E. Upson,65
Italy,M. Mancosu,65
Italy,C. Del Grosso,65
Wales,L. James,65
Gabon,D. Ovono,65
Germany,T. Röttger,65
United States,M. Burch,65
Uruguay,I. Pallas,65
Lithuania,M. Palionis,65
Slovakia,K. Guédé,65
Germany,R. Müller,65
England,C. Alcock,65
France,A. Raineau,65
Portugal,A. Bischoff,65
Italy,M. Bruccini,65
Turkey,E. Birniçan,65
Italy,S. Iacoponi,65
Italy,D. Bassi,65
Poland,T. Cywka,65
Poland,T. Nowak,65
England,D. Worrall,65
Mexico,O. Mares,65
South Africa,H. Jele,65
England,R. Reid,65
Ghana,A. Annan,65
South Korea,Park Won Jae,65
Australia,N. Topor-Stanley,65
Republic of Ireland,J. O'Shea,65
United States,B. Knighton,65
Czech Republic,J. Řezníček,65
Sweden,M. Almebäck,65
Gambia,K. Ceesay,65
Australia,D. Bouzanis,65
Republic of Ireland,G. Deegan,65
China,Han Peng,65
China,Yang Zhi,65
China,Rong Hao,65
England,J. Jones,65
Republic of Ireland,A. Power,65
England,A. Legzdins,65
England,N. Bishop,65
China,Sui Donglu,65
Portugal,Cris,65
Poland,B. Augustyn,65
Norway,Y. Amankwah,65
Germany,A. Stolz,65
Austria,L. Königshofer,65
Norway,P. Larsen,65
Denmark,J. Rask,65
Argentina,J. Ayala,65
South Korea,Song Jin Hyung,65
Italy,F. Moretti,65
Poland,T. Kupisz,65
Republic of Ireland,S. Madden,65
Montserrat,A. Dyer,65
Brazil,Evandro,65
England,J. Akinde,65
Republic of Ireland,G. Gunning,65
Estonia,H. Ojamaa,65
Netherlands,G. Nijholt,65
Mexico,D. Arreola,65
England,S. Wagstaff,65
United States,S. Salinas,65
Portugal,Pedrinho,65
Italy,L. Di Matteo,65
Denmark,D. Christensen,65
Uruguay,A. Lamas,65
Germany,C. Nöthe,65
England,M. Godden,65
Mexico,F. Ponce,65
Mexico,R. Ruiz,65
Republic of Ireland,S. Conneely,65
Serbia,N. Rnić,65
England,D. Moxey,65
France,G. Treand,65
Uruguay,A. Fernández,65
Poland,M. Pietrowski,65
Denmark,K. Conboy,65
Sweden,C. Gustafsson,65
Austria,E. Schreiner,65
Germany,T. Mickel,65
Italy,L. Castiglia,65
Italy,S. Salviato,65
England,D. Ball,65
Iceland,A. Smárason,65
Italy,M. Pascali,65
Italy,E. Pezzi,65
Republic of Ireland,D. McCrory,65
England,J. Mills,65
Poland,M. Budziński,65
Italy,A. Ligi,65
Serbia,D. Sorgić,65
Spain,César Ortiz,65
Jamaica,R. Austin,65
Norway,K. Tokstad,65
Iceland,B. Sverrisson,65
Germany,C. Dorda,65
Germany,S. Brandy,65
Saudi Arabia,A. Al Zori,65
Japan,C. Masuda,65
South Korea,Jung Da Hwon,65
South Korea,Jeong Hyuk,65
China,Dong Xuesheng,65
South Korea,Park Jun Tae,65
Sweden,E. Wahlström,65
Brazil,Henrique,65
Morocco,S. Bidaoui,65
England,A. Cook,65
England,D. Mayor,65
England,L. Legge,65
United States,L. Neagle,65
Austria,T. Schrammel,65
Brazil,Romário,65
England,O. Clarke,65
Algeria,A. Tahar,65
Australia,J. Hingert,65
Wales,T. Brown,65
Germany,N. Miatke,65
Spain,Airam,65
England,T. Parkes,65
England,D. Amoo,65
Ghana,K. Appiah,65
Sweden,M. Lorentzson,65
United States,E. Alexander,65
Sweden,A. Faltsetas,65
Germany,O. Kefkir,65
Austria,P. Salomon,65
South Korea,Hwang Il Soo,65
Austria,M. Meilinger,65
France,M. Guezoui,65
Germany,F. Burmeister,65
Netherlands,J. Reimerink,65
Scotland,D. McGregor,65
Spain,Dioni,65
South Korea,Yoon Bit Garam,65
Poland,R. Siemaszko,65
Italy,M. Scavone,65
Scotland,S. Lawless,65
Germany,M. Schulze Niehues,65
Austria,D. Tadić,65
South Korea,Kim Dong Woo,65
United States,J. Gatt,65
United States,S. Carrasco,65
South Korea,Kim Ho Nam,65
Austria,C. Wernitznig,65
Norway,B. Stokke,65
South Korea,Lee Woong Hee,65
Norway,E. Tønne,65
Germany,J. Washausen,65
Germany,J. Reinhardt,65
Netherlands,L. Burnet,65
Spain,Omar Santana,65
Germany,C. Bickel,65
Germany,H. Dahmani,65
Austria,S. Auer,65
Turkey,M. Akça,65
Italy,A. Longhi,65
Uruguay,N. Varela,65
North Macedonia,D. Georgievski,65
United States,N. DeLeon,65
South Korea,Shim Dong Woon,65
Sweden,J. Blomberg,65
Germany,T. Wendel,65
Poland,P. Tuszyński,65
South Korea,Bae Seul Gi,65
France,A. N'Diaye,65
Saudi Arabia,K. Sharahili,65
Germany,O. Hein,65
Germany,J. Müller,65
Saudi Arabia,T. Bu Haymid,65
England,M. Blair,65
Curaçao,E. Hooi,65
Saudi Arabia,R. Sufyani,65
Netherlands,M. Rosheuvel,65
Tunisia,E. Hajri,65
South Africa,K. Moleko,65
Saudi Arabia,O. Abdulaziz,65
Saudi Arabia,M. Abusabaan,65
Saudi Arabia,A. Al Zaqan,65
Saudi Arabia,A. Al Mutairi,65
Poland,T. Hołota,65
Algeria,J. López,65
Egypt,M. Mohsen,65
Germany,M. Stiefler,65
Germany,T. Lindenhahn,65
