team,player,overall
Australia,B. Halloran,66
Netherlands,L. Burnet,66
Kosovo,H. Shala,66
Denmark,A. Juel Andersen,66
Netherlands,M. van Duinen,66
England,E. Fryers,66
Saudi Arabia,A. Kurdy,66
Poland,D. Łukasik,66
Saudi Arabia,H. Bahebri,66
Germany,A. Mühling,66
Australia,C. Goodwin,66
Mexico,C. Calvo,66
Austria,S. Piesinger,66
Spain,Nico Hidalgo,66
Colombia,H. Quiñones,66
Poland,D. Kądzior,66
Germany,B. Zolinski,66
United States,S. Caldwell,66
Turkey,B. Dabanli,66
Germany,A. Geipl,66
Colombia,J. Mosquera,66
Colombia,D. Asprilla,66
Argentina,E. Olivera,66
Argentina,C. Lema,66
Austria,S. Nutz,66
Germany,S. Hertner,66
Albania,A. Sadiku,66
Bolivia,D. Bejarano,66
Northern Ireland,C. Washington,66
Ecuador,M. Caicedo,66
Italy,E. Torregrossa,66
Finland,E. Markkanen,66
Colombia,Y. Mena,66
United States,M. Hairston,66
Brazil,Wescley,66
Turkey,I. Depe,66
Colombia,Y. Gómez Andrade,66
Argentina,A. Arregui,66
United States,S. Abdul-Salaam,66
Colombia,L. Escalante,66
Colombia,L. Ospina,66
Spain,Sergi Guardiola,66
Serbia,A. Kovačević,66
Uruguay,D. Zabala,66
Argentina,L. Geminiani,66
Japan,A. Barada,66
Spain,Iván Garrido,66
Serbia,A. Sedlar,66
Slovenia,D. Trajkovski,66
Germany,K. Kunz,66
Germany,J. Dem,66
Germany,M. Farrona Pulido,66
Brazil,Pablo Santos,66
England,S. Eastwood,66
Belgium,L. Van Eenoo,66
France,Y. Thuram,66
Scotland,P. Hanlon,66
Austria,M. Sollbauer,66
Italy,R. Brosco,66
Mexico,J. Barraza,66
Turkey,R. Şimşek,66
Germany,S. Mielitz,66
Sweden,N. Besara,66
United States,A. Okugo,66
Colombia,R. Torres,66
Austria,P. Pervan,66
Spain,Pulido,66
United States,J. Willis,66
South Korea,Sin Se Gye,66
Austria,R. Windbichler,66
Uruguay,A. Luna,66
Mali,O. Cissé,66
Guinea-Bissau,Amido Baldé,66
Croatia,I. Runje,66
Spain,Antonio Martínez,66
Poland,A. Uryga,66
Mexico,L. Quintana,66
Germany,D. Mast,66
Saudi Arabia,S. Al Muwallad,66
South Korea,Lee Ki Je,66
Germany,S. Wannenwetsch,66
United States,D. Remick,66
Cameroon,A. Teikeu,66
Netherlands,H. Dijkhuizen,66
Netherlands,B. Vriends,66
Brazil,Hebert,66
Senegal,Y. Baraye,66
Colombia,B. Angulo,66
Netherlands,K. Vermeulen,66
Ukraine,T. Romanchuk,66
Greece,M. Bakakis,66
Colombia,D. Gómez,66
Netherlands,K. van Veen,66
Poland,L. Sekulski,66
Colombia,Y. Díaz,66
South Korea,Park Tae Hong,66
Japan,J. Amano,66
Turkey,C. Özdemir,66
Montenegro,A. Šćekić,66
Germany,P. Hoffmann,66
Germany,M. Bär,66
Germany,D. Frick,66
Russia,I. Lapshov,66
Italy,N. Ravaglia,66
Mali,O. Sissoko,66
England,J. Mattock,66
England,J. Bailey,66
Germany,K. Pezzoni,66
Northern Ireland,J. Magennis,66
England,S. Wagstaff,66
England,S. Brisley,66
Scotland,J. McLaughlin,66
England,L. Sercombe,66
England,S. O'Keefe,66
Spain,César Ortiz,66
Montserrat,L. Taylor,66
Ivory Coast,M. Bolly,66
England,J. Obika,66
South Korea,Lim Jong Eun,66
Spain,Mario Ortíz,66
England,N. Thompson,66
Mexico,O. Arce,66
Wales,A. Taylor,66
Turkey,T. Çamdal,66
Germany,N. Miatke,66
Sierra Leone,U. Bangura,66
Germany,J. Acquistapace,66
England,A. Martin,66
England,J. Jervis,66
Romania,S. Suciu,66
Netherlands,L. Nienhuis,66
Brazil,Diego Maurício,66
Austria,M. Meilinger,66
Denmark,J. Bøge,66
Scotland,S. Lawless,66
Czech Republic,O. Zahustel,66
Scotland,C. Booth,66
Denmark,B. Kadrii,66
Iraq,A. Yasin,66
Algeria,F. Makhedjouf,66
Denmark,D. Boysen,66
South Korea,Lee Woong Hee,66
Scotland,M. O'Halloran,66
Togo,P. Segbefia,66
Albania,O. Roshi,66
Austria,E. Dilaver,66
Germany,A. Wiegel,66
Germany,M. Kuhn,66
Denmark,T. Kløve,66
United States,C. Lade,66
Netherlands,P. van Moorsel,66
Sweden,V. Agardius,66
Sweden,T. Pettersson,66
Germany,O. Hein,66
Saudi Arabia,Y. Al Nakhli,66
United States,B. Rowe,66
Bolivia,G. Valverde,66
Germany,P. Riese,66
Namibia,M. Starke,66
South Korea,Lee Seok Hyun,66
United States,T. Kemp,66
United States,K. Opare,66
Finland,R. Schüller,66
Germany,D. Erdmann,66
Colombia,F. Micolta,66
Argentina,L. Barrera,66
Argentina,M. Figueroa,66
Chile,R. Fernández,66
Portugal,João Silva,66
Japan,K. Nagasawa,66
Colombia,Y. Cabrera,66
United States,R. Hollingshead,66
United States,H. Shipp,66
Sweden,R. Lindkvist,66
United States,T. McNamara,66
Egypt,T. Hamed,66
Turkey,B. Parlak,66
Turkey,F. Görgülü,66
Argentina,D. Martínez,66
Italy,A. Salzano,66
England,M. Johnson,66
South Africa,D. Cardoso,66
Portugal,João Góis,66
Japan,K. Kawamata,66
Japan,K. Taketomi,66
Russia,G. Shelia,66
Brazil,Luisinho,66
Japan,K. Yamamura,66
Germany,P. Türpitz,66
Denmark,A. Riel,66
Italy,M. Donati,66
Italy,F. Coppola,66
England,D. Whitehead,66
Sweden,K. Bakırcıoğlu,66
Norway,F. Kippe,66
England,S. Taylor,66
Portugal,N. Ferreira,66
England,K. Nolan,66
England,L. Holmes,66
England,N. Tyson,66
Poland,P. Brożek,66
Spain,Carlos García,66
Spain,Abel Gómez,66
England,D. Martin,66
England,A. Lonergan,66
Germany,P. Heerwagen,66
England,D. Bowditch,66
Scotland,K. Broadfoot,66
South Korea,Cho Sung Hwan,66
United States,B. Carroll,66
Italy,A. Russo,66
Germany,R. Kazior,66
Netherlands,A. Hadouir,66
England,L. Dyer,66
Puerto Rico,J. Saunders,66
England,C. O'Grady,66
Denmark,K. Risgård,66
Switzerland,D. Lopar,66
England,G. Halford,66
France,K. Djellabi,66
Estonia,E. Jääger,66
Denmark,S. Ernemann,66
Argentina,L. Di Lorenzo,66
Argentina,I. Furios,66
Kosovo,A. Bunjaku,66
Saint Kitts and Nevis,A. Harris,66
Spain,Bustos,66
Norway,T. Høgli,66
Norway,H. Hauger,66
England,J. Coppinger,66
Austria,M. Gspurning,66
England,S. Brown,66
Poland,G. Wojtkowiak,66
Poland,J. Szmatuła,66
Czech Republic,T. Černý,66
Germany,N. Adler,66
Belgium,J. Legear,66
France,M. Fortuné,66
Kosovo,E. Alushi,66
Scotland,D. Fox,66
Austria,R. Gartler,66
England,P. Robinson,66
Spain,Andreu,66
Chile,R. Matisano,66
Chile,L. Gonzaloz,66
Chile,L. Carteldo,66
Chile,P. Lezceno,66
Chile,N. Birones,66
Chile,I. Jarano,66
Chile,J. Pardaneos,66
Chile,S. Adelos,66
Chile,O. Fisdono,66
Chile,C. Gazale,66
Chile,E. Barrega,66
Chile,E. Franquez,66
Chile,H. Sendiero,66
Chile,A. Busteño,66
Chile,J. Adelalla,66
Chile,J. Calesti,66
Chile,A. Sebrino,66
Russia,A. Dimidko,66
France,J. Hartock,66
Austria,N. Hoheneder,66
Poland,R. Cierzniak,66
Argentina,M. Caranta,66
Slovenia,S. Fornezzi,66
Italy,D. Moro,66
Republic of Ireland,K. Keane,66
England,C. Dagnall,66
England,T. McMahon,66
Canada,M. de Jong,66
Puerto Rico,J. Hernandez,66
Scotland,S. Smith,66
Poland,M. Wasiluk,66
United States,B. Boswell,66
Republic of Ireland,O. Garvan,66
Republic of Ireland,B. Clarke,66
Wales,N. Adams,66
Republic of Ireland,C. McCann,66
England,D. Charles,66
Russia,A. Solosin,66
Republic of Ireland,A. Stokes,66
Italy,R. Schiavi,66
England,L. Martin,66
Mexico,M. Jiménez,66
Mexico,G. Venegas,66
Germany,A. Mintzel,66
New Zealand,M. McGlinchey,66
Scotland,M. Gardyne,66
Northern Ireland,M. O'Connor,66
Mexico,I. Villaseñor,66
Jamaica,S. Cummings,66
Italy,M. Defendi,66
Germany,D. Grote,66
Germany,S. Schuppan,66
Republic of Ireland,D. Forde,66
England,A. Wordsworth,66
Mexico,F. Canales,66
Denmark,T. Mikkelsen,66
Romania,L. Sepsi,66
Iceland,E. Jónsson,66
Denmark,R. Schwartz,66
Wales,L. James,66
Wales,N. Eardley,66
England,L. Alessandra,66
England,L. Akins,66
Gabon,D. Ovono,66
Belgium,A. Van Loo,66
Poland,R. Boguski,66
South Korea,Kim Chang Soo,66
Germany,T. Danneberg,66
England,R. Milsom,66
South Africa,D. Furman,66
Brazil,M. Zappino,66
England,C. Taylor,66
Norway,A. Nordvik,66
Switzerland,D. Da Costa,66
Norway,K. Madsen,66
England,S. Darby,66
Japan,T. Morimoto,66
Haiti,J. Placide,66
Wales,S. Church,66
Poland,T. Cywka,66
Mexico,J. Martínez,66
United States,C. Davies,66
France,J. Sainati,66
Mexico,M. Viniegra,66
Sweden,M. Ranégie,66
Australia,O. Bozanic,66
Saudi Arabia,A. Ateef,66
New Zealand,A. Durante,66
United States,B. Knighton,66
Canada,A. Hainault,66
Bulgaria,Marcelinho,66
Australia,N. Boogaard,66
England,S. Saunders,66
Russia,A. Prudnikov,66
Republic of Ireland,G. Bolger,66
Belgium,J. Huyghebaert,66
China,Zhao Mingjian,66
Germany,F. Müller,66
Algeria,F. Harek,66
France,S. Bouhours,66
France,A. Angoula,66
Norway,V. Skjerve,66
Iceland,B. Sævarsson,66
Wales,J. Jacobson,66
Kazakhstan,K. Engel,66
Germany,A. Stolz,66
Austria,M. Kobras,66
Austria,B. Prokopič,66
Austria,D. Toth,66
Mexico,A. Blanco,66
Cameroon,A. Dona Ndoh,66
Netherlands,A. van Peppen,66
Norway,F. Brustad,66
Brazil,Ricardo Santos,66
Brazil,Leandrinho,66
Norway,J. Thomassen,66
France,D. Dervite,66
Slovakia,L. Guldan,66
Turkey,J. Karacan,66
Hungary,R. Feczesin,66
Italy,M. Mustacchio,66
Netherlands,S. Nijland,66
Ghana,A. Osman,66
Netherlands,J. Goossens,66
Mexico,O. Vera,66
Mexico,D. Arreola,66
United States,C. Myers,66
England,B. Grant,66
Portugal,Pedrinho,66
Latvia,P. Šteinbors,66
Germany,C. Nöthe,66
Germany,R. Wolf,66
South Korea,Cho Soo Hyuk,66
Mexico,E. Pimentel,66
Mexico,O. Mendoza,66
Mexico,F. Acuña,66
South Korea,Hong Jung Nam,66
Russia,E. Balyaykin,66
Italy,A. Pomini,66
France,T. Gamiette,66
France,E. Butin,66
Peru,D. Penny,66
Poland,M. Pietrowski,66
Cameroon,L. Ngwat Mahop,66
Poland,T. Socha,66
Kosovo,A. Nuhiu,66
Germany,B. Schulz,66
Germany,D. Peitz,66
Sweden,M. Sema,66
Venezuela,Jeffrén,66
Czech Republic,R. Dejmek,66
Iceland,A. Smárason,66
Italy,D. Gasparetto,66
Republic of Ireland,D. McCrory,66
Republic of Ireland,P. Madden,66
Jamaica,M. Marshall,66
Italy,A. Ligi,66
Scotland,P. Coutts,66
Sweden,D. Gustavsson,66
Bosnia and Herzegovina,B. Hušidić,66
Austria,T. Kayhan,66
Mali,M. Dembélé,66
Canada,T. Ricketts,66
Gambia,P. Jagne,66
Sweden,T. Sana,66
Argentina,R. Lentini,66
Canada,D. Jaković,66
Germany,A. Lambertz,66
Japan,Y. Tasaka,66
South Korea,Kim Sung Hwan,66
South Korea,Jeong Hyuk,66
South Korea,Kwak Kwang Sun,66
Saudi Arabia,Y. Al Salem,66
Australia,S. Neville,66
Germany,D. Schahin,66
Greece,A. Papazoglou,66
Austria,T. Schrammel,66
Argentina,D. Drocco,66
Netherlands,J. Stans,66
Bosnia and Herzegovina,V. Jovanović,66
Algeria,A. Tahar,66
Scotland,D. Wotherspoon,66
England,B. Pringle,66
Italy,F. Mazzeo,66
Russia,M. Grigoriev,66
Colombia,I. Vélez,66
Colombia,E. González,66
Poland,M. Piossek,66
Japan,H. Mizumoto,66
Japan,A. Hayashi,66
Canada,A. Straith,66
United States,E. Alexander,66
United States,B. Zemanski,66
Spain,Onwu,66
United States,C. Warner,66
Germany,D. Stahl,66
United States,C. Schuler,66
South Africa,D. Claasen,66
Ukraine,D. Dedechko,66
Germany,S. Ruprecht,66
Switzerland,D. Hediger,66
Austria,F. Koch,66
Netherlands,D. Post,66
Argentina,F. Vismara,66
Denmark,T. Brochmann,66
Germany,M. Appiah,66
Netherlands,J. Reimerink,66
Norway,O. Halvorsen,66
Ghana,W. Owusu,66
Scotland,D. McGregor,66
South Korea,Lee Yong,66
Netherlands,A. El Khayati,66
Germany,M. Könnecke,66
Italy,A. La Mantia,66
South Korea,Kim Dong Woo,66
United States,K. Sarkodie,66
Finland,R. Riski,66
United States,S. Carrasco,66
South Korea,Park Gi Dong,66
Brazil,Daniel Amora,66
South Korea,Ko Moo Yeol,66
Sweden,D. Boo Wiklander,66
South Korea,Park Jin Po,66
South Korea,Kim Dae Ho,66
Germany,M. Pfitzner,66
Russia,A. Buyvolov,66
Egypt,I. Salah,66
South Korea,Yun Ju Tae,66
Germany,S. Schiek,66
Romania,A. Bourceanu,66
France,T. Guerbert,66
France,D. Mohamed,66
Northern Ireland,M. Smith,66
Germany,H. Dahmani,66
Spain,Carlos Martínez,66
Italy,L. Martinelli,66
Serbia,M. Mirić,66
Jamaica,D. Mattocks,66
Japan,T. Lee,66
Sweden,M. Boman,66
Colombia,H. Pertuz,66
Austria,L. Thürauer,66
South Korea,Bae Il Hwan,66
Gambia,P. Dibba,66
Germany,T. Schulz,66
England,N. Knight-Percival,66
Saudi Arabia,T. Bu Haymid,66
Germany,S. Nachreiner,66
Slovenia,D. Čavušević,66
Saudi Arabia,R. Sufyani,66
Netherlands,M. Rosheuvel,66
Tunisia,E. Hajri,66
France,M. Bouziane,66
Saudi Arabia,M. Al Harbi,66
Saudi Arabia,A. Al Qarni,66
Saudi Arabia,M. Abu Radiyah,66
Russia,V. Khozin,66
Saudi Arabia,A. Al Sahabi,66
South Africa,T. Gabuza,66
Germany,M. Stiefler,66
Colombia,V. Zapata,66
Belgium,N. De Schutter,66
Australia,A. Jovanović,66
Sweden,J. Ring,66
Scotland,C. Erskine,66
Scotland,K. Doolan,66
Colombia,C. Giraldo,66
Uruguay,A. Navarro,66
Colombia,J. Álvarez,66
Colombia,W. Díaz,66
Colombia,I. Rivas,66
Colombia,Y. Arrechea,66
Colombia,M. Restrepo,66
Colombia,C. Pérez,66
Colombia,L. Mosquera,66
Colombia,Y. Rivera,66
Argentina,N. Bertocchi,66
Colombia,Y. Mejía,66
Argentina,I. Bella,66
Argentina,J. Mansilla,66
France,D. da Cruz,66
Netherlands,F. Heerkens,66
Russia,A. Cherevko,66
Argentina,A. Imperiale,66
Italy,A. D'Angelo,66
Austria,P. Zulechner,66
Croatia,A. Sušac,66
Senegal,C. Diedhiou,66
England,L. Mulholland,66
China,Ren Hang,66
Colombia,J. Cano,66
Brazil,Bady,66
Turkey,M. Çelik,66
Russia,S. Sukharev,66
Uruguay,H. Pereira,66
Uruguay,E. Tellechea,66
China,Yin Hongbo,66
Argentina,P. Aguilar,66
Colombia,F. Banguero,66
Turkey,B. Emir,66
Senegal,J. Mendy,66
Saudi Arabia,A. Awaji,66
Spain,Jano,66
Austria,M. Perlak,66
Brazil,Narcisso Mau,66
Brazil,Botelhinonsa,66
Brazil,Edenildo Lagoas,66
Brazil,Chris Farminhão,66
Brazil,Renan Tojeiras,66
Brazil,Dilson Calegari,66
Brazil,Dagoberto Esteiro,66
Brazil,Adryan Limeira,66
Brazil,Danilo Sacrio,66
Brazil,Emílio Trevões,66
Saudi Arabia,A. Zain,66
Nigeria,M. Tagbajumi,66
Japan,T. Umesaki,66
Japan,Y. Mutō,66
Japan,K. Yonekura,66
Armenia,M. Guevgeozián,66
Japan,T. Nakamura,66
Japan,Y. Takahashi,66
Japan,H. Iikura,66
Japan,H. Kawano,66
Japan,K. Higashi,66
Japan,S. Yamamoto,66
Japan,H. Otani,66
Netherlands,T. Verhaar,66
Brazil,Jallyson Neto,66
Brazil,Villiam Moraes,66
Germany,S. Skarlatidis,66
Turkey,H. Yılmaz,66
France,G. Heinry,66
Turkey,T. Yalçıner,66
Brazil,Nildo Reisão,66
Brazil,Ever Rodeiro,66
Brazil,Raphael Doninho,66
Brazil,Luis Marleiro,66
Romania,M. Axente,66
South Africa,M. Van Heerden,66
Paraguay,A. Goiri,66
Japan,K. Tokura,66
Japan,M. Musaka,66
Germany,P. Herrmann,66
Germany,M. Röser,66
Germany,R. Eckardt,66
Germany,M. Sowislo,66
Italy,S. Scappini,66
South Africa,B. Jayiya,66
England,M. Edwards,65
Germany,C. Früchtl,65
Italy,F. Del Sole,65
Brazil,Leandrinho,65
England,P. Foden,65
Nigeria,V. Osimhen,65
England,M. Mount,65
United States,E. Palmer-Brown,65
England,M. Clarke,65
England,C. Chaplin,65
France,S. Alakouch,65
Netherlands,K. Pierie,65
Belgium,Z. Vanheusden,65
France,J. Makengo,65
Switzerland,G. Kobel,65
Italy,G. Maggiore,65
France,J. Onguéné,65
Colombia,D. Valoyes,65
England,K. Walker-Peters,65
Germany,J. Torunarigha,65
Uruguay,S. Bueno,65
Italy,P. Cutrone,65
Spain,Nacho Méndez,65
England,C. Walton,65
Norway,Z. Bytyqi,65
England,M. Lowe,65
England,D. Calvert-Lewin,65
Italy,G. Castrovilli,65
Spain,Ezkieta,65
Republic of Ireland,R. Sweeney,65
Germany,M. Mehlem,65
Germany,D. Burnić,65
Argentina,S. Colombatto,65
Japan,Y. Nakasaka,65
Italy,A. Rossi,65
Italy,G. Marchegiani,65
Austria,K. Danso,65
Spain,Isi Gómez,65
England,R. Burke,65
England,K. Dempsey,65
Argentina,J. Komar,65
England,A. Maitland-Niles,65
Germany,B. Gimber,65
Italy,G. Pezzella,65
Colombia,L. Caicedo,65
Sweden,P. Dahlberg,65
Portugal,Diogo Queirós,65
Gambia,B. Jatta,65
Ivory Coast,I. Doumbia,65
Italy,A. Picchi,65
Nigeria,K. Nwakali,65
Spain,Carles Pérez,65
Antigua and Barbuda,M. Romeo,65
England,I. Toney,65
Croatia,M. Marić,65
England,B. Cargill,65
Senegal,M. Tounkara,65
Germany,N. Körber,65
Germany,M. Schulz,65
Austria,S. Lovric,65
Republic of Ireland,J. Cullen,65
Argentina,T. Rodríguez,65
Austria,P. Lienhart,65
Bosnia and Herzegovina,A. Hadžiahmetović,65
Japan,K. Miyoshi,65
Ivory Coast,Y. Meité,65
Romania,I. Radu,65
France,G. Hein,65
Belgium,B. Straetman,65
France,M. Terrier,65
United States,K. Ford,65
Paraguay,M. Rojas,65
United States,B. Lennon,65
Spain,Jesús Areso,65
Portugal,Pedro Silva,65
England,J. Harrop,65
Cape Verde,Diney,65
Germany,O. Aydoğan,65
Colombia,M. Cardona,65
Mexico,R. Cisneros,65
Germany,M. Bader,65
Mexico,P. Jaquez,65
England,H. Choudhury,65
France,K. N'Doram,65
Spain,Toni Villa,65
Argentina,D. Mancini,65
Mexico,B. Garnica,65
Italy,L. Vignali,65
Argentina,M. Bareiro,65
Japan,R. Ogawa,65
United States,D. Jones,65
Spain,Carbonell,65
South Korea,Jang Seong Jae,65
Colombia,G. Torres,65
England,H. Toffolo,65
Wales,G. Williams,65
Republic of Ireland,K. Sadlier,65
Greece,C. Donis,65
Germany,R. Andrich,65
Northern Ireland,C. Camps,65
Spain,Robert Costa,65
Denmark,M. Aaquist,65
Norway,H. Bjørdal,65
Italy,E. Capradossi,65
Germany,R. Framberger,65
Germany,J. Gyamerah,65
England,J. Cooper,65
United States,G. Zelalem,65
Switzerland,O. Custodio,65
Colombia,J. Hinestroza,65
South Korea,Suh Myeong Won,65
Germany,M. Friedrich,65
Argentina,D. Rodríguez,65
Finland,M. Yaghoubi,65
Uruguay,F. Acosta,65
England,F. Rawson,65
England,L. Coyle,65
Netherlands,N. Olij,65
Sweden,F. Dagerstål,65
Spain,Kike Barja,65
England,C. Colkett,65
Morocco,Anuar,65
Spain,Diego Alende,65
Russia,G. Melkadze,65
Mali,I. Diallo,65
Norway,V. Sakor,65
France,R. Del Castillo,65
Spain,Joni Montiel,65
Norway,F. Aursnes,65
Germany,M. Hartel,65
Portugal,Francisco Afonso,65
Venezuela,Y. Herrera,65
Netherlands,I. Groothuizen,65
Spain,Soriano,65
Netherlands,P. Rosario,65
Spain,Álex Craninx,65
Netherlands,D. Zeefuik,65
Spain,Imanol García,65
Spain,Alex Pozo,65
Portugal,Bruno Leite,65
Ukraine,V. Kravets,65
Netherlands,T. Dekker,65
Ecuador,P. Estupiñán,65
Uruguay,N. Dibble,65
Norway,T. Nguen,65
England,M. Ihiekwe,65
England,C. Woodrow,65
Saudi Arabia,A. Al Hafith,65
Brazil,Paulo Otávio,65
Australia,B. Smith,65
Ghana,B. Adjei-Boateng,65
Bolivia,P. Azogue,65
England,R. Colclough,65
Spain,Tarsi,65
Republic of Ireland,S. Maguire,65
England,J. Allen,65
Belgium,B. Geens,65
Colombia,A. Correa,65
England,R. Brown,65
Sweden,N. Sonko Sundberg,65
Russia,D. Davydov,65
France,M. Ilaimaharitra,65
South Korea,Lee Myung Jae,65
Egypt,Zizo,65
South Korea,Yoon Seung Won,65
Switzerland,D. Follonier,65
Argentina,H. Fertoli,65
Turkey,M. Altıntaş,65
Scotland,M. Devlin,65
Germany,S. Ernst,65
Germany,P. Müller,65
Republic of Ireland,R. Manning,65
Ghana,D. Atanga,65
France,J. Laporte,65
Argentina,E. Ávila,65
Croatia,R. Bagadur,65
Greece,P. Hatzidiakos,65
Russia,S. Gasanov,65
Hungary,D. Sallói,65
Slovenia,M. Zajc,65
South Korea,Lim Min Hyuk,65
Brazil,Ermel,65
Argentina,I. Escobar,65
Germany,R. Preißinger,65
Austria,M. Ullmann,65
Algeria,Y. Attal,65
Spain,Francis,65
England,A. Jackson,65
Scotland,J. Naismith,65
Republic of Ireland,C. Reilly,65
Morocco,N. Jaadi,65
Russia,A. Panyukov,65
Sweden,J. Nilsson,65
Ghana,I. Moro,65
France,J. Fabri,65
England,M. Grimes,65
Norway,A. Vindheim,65
Canada,M. Petrasso,65
Australia,S. Mauk,65
Argentina,N. Freire,65
Belgium,J. Caenepeel,65
Slovakia,M. Valjent,65
Argentina,A. Zárate,65
Italy,S. Emmanuello,65
England,J. Horsfield,65
Canada,J. Hamilton,65
Finland,S. Skrabb,65
Norway,P. Strand,65
Denmark,J. Bager,65
Argentina,F. Escobar,65
Denmark,J. Tverskov,65
Denmark,F. Børsting,65
Argentina,F. Lanzillotta,65
Argentina,F. Soldano,65
France,A. Vincent,65
Norway,A. Hanche-Olsen,65
France,G. Amiot,65
Belgium,A. Nkaka,65
Uruguay,C. Tabó,65
France,F. Le Joncour,65
France,F. Selemani,65
Senegal,S. Sarr,65
Spain,Adri Castellano,65
Colombia,K. Londoño,65
Austria,M. Honsak,65
South Korea,Ko Tae Won,65
Japan,T. Hasegawa,65
South Korea,Park Dong Jin,65
Portugal,João Graça,65
Ghana,N. Ampomah,65
Brazil,Jean Carlos,65
Spain,Álvaro Arencibia,65
Spain,Javi Jiménez,65
Panama,J. Cox,65
Australia,A. Hrustic,65
Mexico,B. Figueroa,65
Nigeria,C. Ezeh,65
England,G. Baldock,65
Ivory Coast,A. Razak,65
Sweden,S. Maholli,65
England,D. Rose,65
Scotland,M. Kennedy,65
Portugal,Gus Ledes,65
Spain,Gálvez,65
England,P. Digby,65
Belgium,M. Bossaerts,65
Wales,M. Fox,65
England,D. Poleon,65
South Korea,Jin Seong Wook,65
Spain,De La Hoz,65
Germany,C. Lenz,65
Germany,F. Lohkemper,65
South Korea,Ham Seok Min,65
Colombia,J. Malagón,65
Denmark,J. Andersen,65
Morocco,H. Sakhi,65
England,C. Long,65
England,J. Clarke,65
Poland,P. Jaroszyński,65
Argentina,D. Mendoza,65
Canada,S. Adekugbe,65
Uruguay,A. Balboa,65
United States,S. Okoli,65
Norway,S. Kind Mikalsen,65
Uruguay,L. Olaza,65
Germany,L. Zingerle,65
Argentina,F. Cristaldo,65
Argentina,M. Asenjo,65
Mexico,A. Díaz,65
Cameroon,S. Leuko,65
Argentina,E. Bonifacio,65
Poland,T. Loska,65
Germany,M. Busch,65
Italy,G. Acampora,65
Portugal,R. Lameiras,65
Argentina,H. Da Campo,65
United States,D. Payne,65
Colombia,A. Rodríguez,65
Spain,Kevin,65
Denmark,M. Jensen,65
Cameroon,C. Bassogog,65
Spain,Javi Galán,65
South Korea,Choi Kyu Baek,65
England,O. Bogle,65
Serbia,A. Pavlović,65
Italy,F. Margiotta,65
Tunisia,D. Bronn,65
Guinea,S. Konde,65
Spain,Lasure,65
Russia,V. Ilyin,65
Germany,J. Nietfeld,65
Brazil,Lucas Possignolo,65
Romania,B. Tiru,65
Brazil,Barros,65
Brazil,Wesley,65
Ukraine,I. Petryak,65
Montenegro,D. Milović,65
England,J. Steer,65
England,N. Cameron,65
Scotland,S. Bain,65
England,R. Allsop,65
Republic of Ireland,S. Murray,65
Northern Ireland,A. Thompson,65
Norway,K. Haraldseid,65
England,C. Edwards,65
Mexico,A. Tamay,65
Spain,Felipe,65
Netherlands,E. Boldewijn,65
Spain,Dani Sotres,65
Poland,J. Świerczok,65
Brazil,Romário,65
Belgium,R. Jaadi,65
Belgium,F. Vanzo,65
Sierra Leone,A. Kamara,65
Australia,A. Nabbout,65
Germany,V. Ranković,65
Republic of Ireland,C. Wilkinson,65
United States,D. Serna,65
France,K. Coulibaly,65
Denmark,N. Poulsen,65
Colombia,D. Giraldo,65
Colombia,J. Martínez,65
Colombia,F. Álvarez,65
Colombia,J. Meza,65
Colombia,J. Leudo,65
Luxembourg,C. Philipps,65
Belgium,T. Lumanza,65
Russia,D. Arapov,65
England,O. Threlkeld,65
Angola,Ary Papel,65
Italy,D. Mangni,65
France,D. Dussaut,65
Italy,F. Costa,65
South Korea,Sim Sang Min,65
Morocco,M. El Allouchi,65
Turkey,S. Tekerci,65
Austria,L. Jäger,65
Austria,T. Knoflach,65
Argentina,R. Barrios,65
United States,J. McCarthy,65
Netherlands,J. van der Heyden,65
Belgium,G. Hendrickx,65
Senegal,P. Cissé,65
Germany,L. Görtler,65
Saudi Arabia,M. Al Najrani,65
Slovakia,B. Niňaj,65
Russia,B. Khadartsev,65
Spain,Manel Royo,65
Portugal,Frédéric Maciel,65
Switzerland,S. Rapp,65
Greece,I. Karsanidis,65
France,R. Bayard,65
Spain,José Perales,65
Peru,S. Peña,65
Peru,P. Aquino,65
Ghana,L. Blessing,65
Brazil,Rodrigo,65
Japan,R. Shindo,65
Germany,L. Röser,65
Germany,T. Schwede,65
Romania,A. Baluta,65
Panama,J. Aguilar,65
South Africa,P. Zulu,65
Panama,F. Escobar,65
Norway,C. Landu Landu,65
Norway,A. Østbø,65
United States,L. Gil,65
Germany,K. Pannewitz,65
Republic of Ireland,M. Connolly,65
Denmark,D. Amankwaa,65
South Africa,K. Ntlhe,65
Netherlands,A. Schalk,65
Denmark,D. Pedersen,65
England,J. Husband,65
England,R. Edwards,65
Belgium,A. Corryn,65
Italy,U. Germano,65
Austria,M. Schmerböck,65
Mexico,R. Godínez,65
United States,J. Kiesewetter,65
Norway,S. Tronstad,65
Saudi Arabia,T. Al Absi,65
Colombia,E. Córdoba,65
Argentina,M. Catalán,65
Argentina,F. Angileri,65
Scotland,S. Bannigan,65
Germany,F. Menig,65
Poland,P. Fryc,65
Spain,Óscar Whalley,65
Saudi Arabia,A. Al Sulayhim,65
Argentina,E. Gómez,65
South Korea,No Dong Geon,65
South Korea,Kim Dae Jung,65
Argentina,G. Esparza,65
