team,player,overall
Netherlands,S. Floranus,69
Republic of Ireland,A. Dunbar,45
Netherlands,F. Stokkers,65
Spain,Aleñá,74
England,J. Riley B,62
Kenya,M. Olunga,74
Ivory Coast,C. Timite,65
Germany,M. Hartel,72
Afghanistan,M. Kouhyar,60
Japan,Y. Kobayashi,73
Switzerland,C. Itten,72
Japan,R. Harakawa,66
Japan,T. Hasegawa,68
Japan,S. Kurumaya,69
Japan,R. Oshima,72
Japan,K. Miyoshi,69
Japan,K. Itakura,68
Russia,N. Medvedev,65
Kosovo,A. Muric,69
Republic of Ireland,A. O'Driscoll,57
Japan,M. Yamane,69
Japan,M. Saito,64
Germany,M. Köhlert,70
Brazil,Ribamar,67
Brazil,Leandrinho,64
Austria,X. Schlager,76
Wales,C. Mepham,73
Japan,S. Muroya,71
Germany,N. Klinger,62
Denmark,A. Skovgaard,62
Denmark,V. Tranberg,64
Latvia,V. Gutkovskis,63
Germany,P. Tietz,63
Iran,M. Mohammadi,74
Serbia,V. Jovanović,72
Poland,K. Jóźwiak,71
Croatia,P. Brlek,66
Japan,S. Taniguchi,71
Papua New Guinea,D. Browne,64
Argentina,K. Mac Allister,71
Spain,Jon Bautista,70
Iran,S. Ezatolahi,65
Republic of Ireland,S. McLoughlin,63
Japan,Y. Suzuki,70
Mexico,D. Pineda,60
Mexico,A. Vega,70
France,R. Oudin,75
United States,M. Turner,74
England,A. Dozzell,63
Russia,M. Mayrovich,60
South Korea,Park Dong Jin,62
England,O. Olomola,59
Russia,R. Zhemaletdinov,72
Argentina,M. Barbieri,71
Brazil,Felipe Vizeu,75
Denmark,R. Kristensen B,73
England,D. Henderson,80
United States,R. Canouse,72
England,S. Clare,64
Venezuela,M. Villanueva,66
Argentina,L. Montoya,64
Argentina,B. Mieres,64
Argentina,B. Merlini,68
Ivory Coast,S. Diarra,68
Republic of Ireland,D. Leahy,62
Republic of Ireland,J. Shipley,66
Chile,N. Castro,67
England,P. Kalambayi,62
Mexico,P. Yrizar,65
Germany,I. Touré,63
Germany,A. Diawusie,65
Norway,J. Glesnes,68
Colombia,I. Rojas,63
China,Li Guanxi,52
China,Guo Tianyu,58
Poland,R. Gumny,70
Italy,C. Adjapong,69
Spain,Asier Benito,64
Brazil,Raphinha,81
Ecuador,J. Rojas,65
Cyprus,A. Georgiou,63
Austria,M. Maranda,62
South Africa,S. Hlanti,70
England,T. Bola,57
England,J. Osei-Tutu,66
Norway,J. Moe,65
Norway,S. Skålevik,63
Norway,M. Pettersen,61
Costa Rica,D. Vega,63
Nigeria,N. Sarenren Bazee,71
Paraguay,B. Riveros,69
Slovenia,M. Zajc,73
Morocco,T. Tissoudali,68
Scotland,A. Campbell,69
France,R. Le Normand,75
Australia,R. McGree,71
Mexico,J. Sánchez,75
Colombia,L. Sinisterra,75
England,R. Sandford,55
Argentina,R. Miérez,66
Netherlands,T. Chong,66
Romania,A. Toșca,68
Germany,J. Abu Hanna,63
Russia,A. Tataev,57
Turkey,B. Atik,69
India,U. Singh,60
Ecuador,F. Gaibor,71
Venezuela,Y. Soteldo,72
Venezuela,D. Benítez,62
Mexico,L. Hernández,65
Bulgaria,K. Malinov,69
Bulgaria,A. Nedyalkov,69
Bulgaria,Y. Karabelyov,63
France,S. Grandsir,72
Italy,R. Orsolini,75
Uruguay,A. Schetino,67
England,J. Koroma,59
Bolivia,F. Saucedo,67
Peru,A. Arias,63
Nigeria,D. Udoh,58
Brazil,Lincoln,70
Egypt,R. Sobhi,73
England,G. Hirst,64
Brazil,Pedro,74
Mexico,J. Angulo,70
Brazil,Messias,68
Belgium,H. Cuypers,68
Senegal,A. Ndiaye,76
France,S. Camara,67
Brazil,Neris,73
Northern Ireland,R. Holden,63
Kenya,J. Ayunga,59
China,Shan Huanhuan,48
Japan,A. Fukumori,70
China,Liu Shibo,54
Denmark,J. Sørensen,68
Norway,S. Haugen,61
Italy,L. Germoni,63
Netherlands,T. Nijhuis,64
Scotland,C. McLennan,67
France,M. Doucouré,62
Ivory Coast,Y. Méïté,70
Sweden,A. Isak,79
Nigeria,D. Okereke,72
Spain,Zubeldia,79
Canada,B. Tabla,63
Wales,K. Evans,57
Poland,P. Bargiel,59
Sweden,P. Dahlberg,67
Canada,T. Meilleur-Giguère,63
France,S. Alakouch,74
Argentina,A. Messidoro,65
Argentina,A. Maldonado,64
Colombia,J. Valencia,67
England,M. Feeney,63
England,M. Gibson,55
Germany,R. Bormuth,68
Brazil,Thiago Martins,69
Russia,A. Maksimenko,73
Wales,A. Lewis,61
Italy,S. Edera,66
England,B. Brereton,67
Wales,J. Evans,59
Norway,F. Bjørkan,71
Italy,S. Palombi,66
Italy,A. Rossi,66
Germany,A. Lucoqui,67
Colombia,J. Romaña,61
Gambia,S. Sinyan,63
England,C. Oxlade-Chamberlain,55
France,N. Diallo,61
Poland,P. Szysz,62
Ivory Coast,E. Kouassi,67
Colombia,C. Cuesta,70
Norway,J. Hauge,73
Belgium,A. D'Alberto,71
Republic of Ireland,J. Taylor,62
Republic of Ireland,R. Hale,60
France,O. Edouard,75
Germany,G. Fechner,63
Switzerland,C. Pickel,69
Switzerland,E. Cömert,70
Germany,R. Castellucci,58
Argentina,J. Chicco,67
Argentina,T. Sandoval,63
Senegal,M. Fall,70
Spain,Matos,69
Switzerland,D. Kutesa,68
Argentina,M. Lovera,69
England,H. Phillips,56
Brazil,Léo Duarte,71
Brazil,Lucas Paquetá,76
Australia,C. O'Toole,60
England,A. Ramsdale,75
Nigeria,D. Kasumu,60
Wales,L. Cullen,59
England,Ronaldo Vieira,72
France,E. Métro,52
Scotland,M. Smith,53
Mexico,C. Calderón,70
England,S. Field,67
Colombia,S. Villa,75
Germany,L. Mühl,69
Belgium,A. Castro-Montes,72
Italy,L. Sernicola,63
Brazil,Eduardo Fonseira,71
Brazil,Alan Besseiro,66
Brazil,Vágner Corraldo,73
Brazil,Kainho Selva,72
Brazil,Jairo Farnias,70
Brazil,Caio Milaçar,72
Brazil,Rômulo Calsede,71
Spain,Lluis López,69
Spain,Borja Lasso,70
Spain,Odriozola,79
Paraguay,R. Piris Da Motta,68
England,R. Edmonds-Green,59
England,N. Sheron,59
Belgium,D. Mouchamps,60
Nigeria,H. Onyekuru,77
Ghana,E. Ocansey,68
Senegal,B. Niasse,66
Senegal,S. Mbaye,62
Qatar,A. Afif,69
Peru,C. Cáceda,71
Venezuela,J. Chancellor,69
Venezuela,Y. Herrera,75
Norway,J. Hove,65
Russia,N. Andreev,62
Saudi Arabia,M. Kanabah,60
Scotland,A. Ralston,65
Belgium,O. Mangala,72
England,C. Styles,63
England,R. Williams,51
Hungary,T. Szántó,61
Denmark,B. Hvidt,58
Scotland,J. Aitchison,60
Argentina,G. Escobar,72
Romania,I. Radu,75
Argentina,G. Maroni,69
Scotland,D. Turnbull,69
Brazil,Dodô,72
England,K. Yao,53
Brazil,Lucas Fernandes,72
Brazil,Artur,72
Brazil,Felipe Araruna,66
Brazil,Lucas Kal,60
Brazil,Vitor Bueno,73
Brazil,Luiz Araújo,76
Turkey,D. Sinik,69
Brazil,Flavio,60
Italy,M. Mangraviti,63
Portugal,Dany Mota,63
Belgium,W. Janssens,65
Spain,David Carmona B,66
Spain,Carlos Soler,79
Poland,P. Olszewski,59
France,A. Gory,67
Germany,K. Staude,67
Portugal,Fábio China,69
Hungary,R. Sallai,72
Hungary,B. Bese,70
France,Q. Daubin,66
England,N. Ennis,63
Peru,L. Abram,72
Peru,A. Alfageme,65
Japan,T. Koga,68
England,J. Hector-Ingram,59
Netherlands,D. Warmerdam,71
Netherlands,J. Bruijn,67
Netherlands,I. Groothuizen,64
Netherlands,D. Dankerlui,68
Brazil,Tchê Tchê,74
Netherlands,C. Nunnely,70
Netherlands,C. Eiting,70
Norway,J. Kitolano,64
Colombia,B. Paz,60
Brazil,Bruno Viana,77
Scotland,R. McCrorie,63
Scotland,R. McCrorie,67
Bulgaria,G. Kostadinov,67
Bulgaria,I. Isa,64
Czech Republic,P. Schick,78
France,G. Hein,67
DR Congo,B. Lubala,66
Republic of Ireland,C. O'Keeffe,62
England,S. Surridge,66
England,K. O'Connell,58
England,C. Jordan,58
Turkey,C. Tosun,63
England,S. Seddon,67
England,L. Hardcastle,59
England,A. Fisher,60
England,M. Platt,59
South Korea,Jeong Seung Won,66
Germany,S. Breitkreuz,67
Germany,C. Rizzuto,70
Germany,L. Samson,67
Germany,S. Skarlatidis,65
Benin,C. Soukou,70
Finland,A. Halme,65
Finland,L. Väisänen,65
Japan,A. Tanaka,65
Finland,L. Lingman,62
Finland,S. Ylätupa,62
Finland,L. Lappalainen,69
Luxembourg,V. Thill,64
England,L. Travis,72
France,M. Maolida,69
Spain,Viti Rozada,65
Sweden,J. Ceesay,61
Spain,Andoni López,69
Norway,K. Krygård,61
Denmark,M. Mølvadgaard,60
France,R. Descamps,67
Brazil,Lourency,72
England,D. Rice,79
Germany,J. Müller,69
Germany,N. Landgraf,68
Germany,M. Schubert,70
Germany,N. Hauptmann,66
Denmark,M. Ramkilde,52
Canada,A. Davies,81
Germany,J. Eggestein,69
Germany,J. Bitter,65
England,A. Nadesan,60
Germany,F. Müller,65
Germany,P. Kurzweg,66
Brazil,Marcão,74
Spain,Isi Ros,66
Argentina,N. Solís,67
Argentina,A. Araujo,64
Argentina,E. Reynoso,74
Denmark,M. Sørensen,61
Denmark,A. Albers,67
Denmark,J. Christjansen,67
England,D. Sesay,60
Denmark,M. Rygaard,69
Denmark,F. Gytkjær,65
England,O. Bogle,66
Wales,H. Clifton,59
Chile,P. Sánchez,54
Brazil,Evander,74
Morocco,O. El Hajjam B,73
France,J. Lefort,70
Denmark,S. Skytte,65
Denmark,J. Okkels,64
United States,A. Carleton,62
France,G. Heinry,64
Portugal,Gedson Fernandes,75
Portugal,Florentino,76
Portugal,Jota,72
Portugal,Mésaque Djú,58
Portugal,Aurélio Buta,76
Portugal,Diogo Dalot,76
Portugal,Diogo Leite,71
Portugal,Diogo Queirós,70
Portugal,Diogo Costa,70
Mexico,L. Reyes,71
Colombia,J. Quiñones,70
Chile,J. Leiva,69
France,J. Ikoné,79
England,L. Lumeka,61
France,Y. Mamilonne,63
France,G. Fofana,68
Mali,B. Dibassy,71
Denmark,S. Grønning,57
Croatia,N. Jambor,66
Serbia,A. Pavlović,67
Gambia,B. Jatta,71
Senegal,E. Mendy,79
England,N. McGinley,63
Austria,M. Huber,66
Austria,D. Stec,65
Brazil,Jaílson,70
Germany,F. Ananou,67
Denmark,J. Odgaard,66
England,K. Roberts,63
Denmark,R. Thellufsen,63
Denmark,J. Mæhle,76
Netherlands,P. Sandler,69
Liechtenstein,M. Göppel,59
Switzerland,A. Zeqiri,66
Switzerland,J. Lotomba,68
Switzerland,S. Campo,70
Thailand,C. Songkrasin,72
Brazil,Maycon,72
Poland,M. Marcjanik,64
England,B. Mason,66
England,C. Rowan,57
Cameroon,D. Lamkel Zé,73
Croatia,J. Brekalo,76
Ghana,J. Attamah,70
Ivory Coast,I. Doumbia,74
Panama,J. Rodríguez,62
Germany,T. Hübers,68
Slovakia,L. Bénes,73
France,V. Rosier,75
Portugal,Jair Amador,70
England,M. Wright,59
Serbia,A. Jovanović,66
Morocco,M. El Hankouri,67
Netherlands,G. Hamer,69
England,H. Barnes,79
Zimbabwe,A. Muskwe,60
Bulgaria,D. Iliev,66
Poland,P. Szymiński,68
South Korea,Gu Sung Yun,70
Poland,A. Reca,69
Spain,Ramón Folch,68
Spain,Salvi Sánchez,74
Cyprus,K. Laifis,74
Spain,Caro,70
Spain,Martínez,69
Belgium,S. Omeonga,63
Ghana,B. Tekpetey,72
Spain,Eliseo Falcón,63
Cameroon,Y. Eteki,73
Spain,Juan Soriano,70
Brazil,Luan Peres,67
France,A. Bernede,71
France,Y. Demoncy,65
England,N. Baxter,63
Wales,C. Dasilva,55
France,J. Ruiz,66
Switzerland,S. Knežević,66
Switzerland,S. Enzler,57
Brazil,Guilherme,73
Scotland,H. St Clair,58
South Africa,A. Mobara,72
DR Congo,Y. Wissa,71
Spain,Toni Martínez,75
Denmark,J. Rasmussen,69
Uruguay,B. Piñatares,65
Germany,N. Rieble,62
Denmark,K. Pedersen,74
Germany,F. Müller,76
Portugal,Domingos Duarte,78
Germany,M. Leitsch,67
England,G. Cox,65
France,R. Bayard,68
France,H. Mendes,67
Russia,I. Oblyakov,72
Scotland,W. Duffy,58
Germany,R. Ziegele,63
Australia,D. Arzani,68
Turkey,E. Karaca,74
Croatia,M. Pajač,71
Germany,L. Höler,71
Croatia,F. Buntić,68
Slovakia,M. Dimun,66
Finland,F. Jensen,71
Italy,F. Margiotta,68
Germany,N. Seufert,67
Brazil,Matheus Rossetto,67
Italy,G. Mastinu,67
Norway,E. Bohinen,69
Germany,N. Shipnoski,65
Belgium,G. Coucke,67
France,H. Aouar,81
Switzerland,C. Fassnacht,75
France,M. D'Arpino,66
Ghana,S. Owusu,70
Poland,M. Nalepa,66
France,A. Diakhaby,70
Netherlands,K. Pierie,67
Canada,R. Edwards,65
Portugal,Pedro Rebocho,74
Serbia,A. Sedlar,71
Lithuania,E. Girdvainis,63
England,C. Pring,63
Germany,M. Heinrich,65
Germany,F. Neuhaus,79
Germany,M. Besuschkow,66
Ivory Coast,L. Amani,67
Portugal,João Amaral,72
Uruguay,H. Salaberry,65
Uruguay,D. Terans,73
Senegal,Y. Gomis,70
Ukraine,Y. Shakhov,71
Denmark,M. Christensen,65
Albania,Q. Laçi,69
Montenegro,M. Janković,65
Greece,P. Retsos,74
Greece,A. Androutsos,67
Saudi Arabia,M. Al Saeed,56
Italy,A. Benedetti,71
Uganda,M. Opondo,64
Portugal,Luís Rocha,67
Nigeria,D. Alampasu,63
Serbia,L. Rosić,69
Georgia,O. Kakabadze,68
Argentina,L. Robertone,75
England,J. Smith,65
Germany,M. Nicolas,64
Italy,L. Canotto,65
Germany,N. Schmidt,67
England,O. Richards,70
England,L. Southwood,63
Scotland,T. McIntyre,64
Russia,F. Chalov,74
Belgium,W. Faes,70
Ghana,E. Sowah,63
Belgium,J. Vancamp,63
France,D. Liénard,75
England,Y. Ben El-Mhanni,58
Argentina,J. Menéndez,72
Argentina,I. Escobar,63
Australia,I. Vujica,62
Montenegro,F. Stojković B,72
England,L. Thomas,67
Saudi Arabia,O. Al Sunain,56
Switzerland,G. Kobel,75
England,L. Ndukwu,60
Colombia,B. Riascos,70
Spain,Luis Pérez,72
Brazil,Getterson,68
Poland,T. Makowski,66
Ghana,N. Ampomah,70
Brunei,F. Bolkiah,57
Mexico,A. Iniestra,68
Mexico,S. Jurado,68
Mexico,J. Esquivel,69
Uruguay,F. Buschiazzo,67
Italy,M. Finotto,66
Netherlands,P. Rosario,75
Austria,H. Balic,68
Germany,P. Menzel,62
England,M. Welch-Hayes  B,62
Netherlands,J. Schouten,73
Japan,T. Ohgihara,70
Netherlands,F. Kadioglu,68
Republic of Ireland,J. Dunne,67
Germany,C. Daferner,62
Nigeria,J. Maja,71
Italy,L. Mora,68
Sweden,M. Jeahze,63
Germany,V. Janelt,68
Belgium,A. Bongiovanni,65
Portugal,Rúben Vinagre,74
Ivory Coast,I. Sangaré,74
Mexico,C. Acevedo,73
Mexico,J. Durán,57
Albania,G. Vrioni,63
Lithuania,T. Krapikas,62
Sweden,M. Svensson,66
Ghana,B. Gyamfi,62
Germany,S. Reddemann,64
Portugal,Pedrinho,71
Morocco,A. Hakimi,83
Belgium,Alex Craninx,68
Italy,G. Crociata,68
England,B. Fox,60
England,M. Dinanga,56
China,Yeerjieti Yeerzati,61
Spain,Álex Zalaya,62
Brazil,Ângelo Neto,71
Tunisia,I. Jebali,65
Belgium,D. Heymans,63
Netherlands,M. de Ligt,85
Denmark,R. Nicolaisen,66
Germany,P. Kammerbauer,66
Uruguay,C. Rodríguez,68
Croatia,L. Bogdan,67
England,A. Famewo,57
Uruguay,J. Aja,66
Germany,S. Schreck,62
Italy,K. Bonifazi,70
Italy,L. Carissoni,61
Slovakia,M. Bero,72
Austria,P. Schmidt,65
Poland,K. Pestka,67
Spain,Alfonso Herrero,69
Romania,A. Calcan,64
Romania,V. Gheorghe,70
Romania,M. Butean,67
Norway,B. Johnsen,69
Netherlands,R. Niemeijer,64
Italy,A. Beghetto,70
England,J. Gibbons,64
Brazil,Marlon,71
Romania,G. Iancu,71
England,T. Pearce,66
Senegal,I. Sarr,78
Netherlands,M. Fabrie,58
Netherlands,D. Duarte,64
Germany,R. Ache,67
Mexico,E. Torres,63
Norway,S. Mladenovic,60
Italy,M. Lazzari,81
Colombia,A. Quintana,61
Italy,F. Eguelfi,62
Albania,E. Ndoj,68
Italy,R. Piscitelli,68
Spain,Javi Benítez,63
Mexico,C. Rodríguez,75
England,N. Freeman,63
Brazil,Jean Carlos,64
Serbia,V. Golemić,65
Republic of Ireland,D. O'Shea,68
Germany,S. Özcan,72
Morocco,Y. En-Nesyri,78
Mexico,J. Lázaro,57
Poland,R. Majecki,68
Austria,N. Dovedan,69
Austria,B. Ozegovic,58
Mali,D. Samassékou,76
United States,D. Jones,67
Zimbabwe,M. Munetsi,69
Uruguay,F. Pérez,67
South Africa,S. Ngezana,65
Portugal,Domingos Quina,68
France,M. Sarr,75
France,J. Bellegarde,69
Ivory Coast,C. Kipré,68
England,J. Storey,66
Argentina,M. Moreno,75
Poland,B. Nowak,67
Bulgaria,Diego Ferraresso,63
Saudi Arabia,A. Al Shamrani,57
Turkey,C. Karayel,63
England,O. Rathbone,66
Algeria,D. Benlamri,72
Saudi Arabia,A. Al Shammary,62
Paraguay,W. Candia,63
Equatorial Guinea,Iban Salvador,66
Paraguay,I. Torres,68
Angola,Gelson Dala,74
Congo,S. Ganvoula,69
Saudi Arabia,S. Al Rubaie,64
Spain,Benito,69
Sweden,R. Kaib,64
Kosovo,I. Drešević,67
Spain,Rafa Mújica,62
Spain,Carbonell,65
Spain,Aleix Febas,72
Germany,D. Geiger,72
Ghana,E. Oti Essigba,63
Mexico,D. Parra,60
Mexico,F. Venegas,68
Mexico,E. Sánchez,60
Bosnia and Herzegovina,S. Memišević,71
France,M. Cabit,67
France,Y. Salmier,70
France,I. Sacko,68
France,T. Campanini,65
France,K. Fortuné,70
France,M. Chouiar,73
Tunisia,D. Bronn,72
France,T. Ndombele,80
England,R. Sykes,65
Canada,M. Godinho,64
Ghana,I. Sackey,69
France,L. Badiashile,66
Bosnia and Herzegovina,S. Babić,70
Saudi Arabia,B. Al Mutairi,64
England,T. Reid,60
Belize,T. Rocha,63
England,K. Wilson B,64
England,M. Edwards,77
Spain,Álvaro Jiménez,71
United States,M. Ambrose,64
Belgium,O. De Wolf,68
France,Y. Diouf,63
Ivory Coast,G. Konan,76
Denmark,M. Madsen,68
Netherlands,M. van Rooijen,60
England,R. Yates,69
Ghana,H. Sarpei,65
Turkey,U. Yuvakuran,63
Saudi Arabia,W. Al Anazi,58
Denmark,V. Nelsson,74
Ghana,A. Mumin,67
Netherlands,G. Til,74
Northern Ireland,M. McKee,58
Sweden,R. Lundqvist,67
Austria,D. Maresic,70
Argentina,M. García,69
Italy,A. Bifulco,62
England,J. Green,62
England,A. Beestin,59
Republic of Ireland,S. Todd,57
Brazil,Murilo,70
Saudi Arabia,A. Al Yousif,57
Mexico,M. Domínguez,67
Canada,H. Paton,59
Turkey,B. Özcan,69
United States,J. Soñora,68
Republic of Ireland,W. O'Hora,58
Scotland,D. Bates,66
Wales,E. Ampadu,67
England,K. Sterling,63
Italy,A. Paleari,71
England,B. Thomas-Asante,61
Uruguay,N. Milesi,69
United States,A. Trusty,67
England,O. Dale,60
England,H. Pickering,66
England,T. Lowery,64
Antigua and Barbuda,L. James-Wildin,63
Spain,Santi Comesaña,70
Germany,K. Havertz,85
England,E. Eze,75
France,A. Sissako,69
Croatia,M. Šverko,60
Italy,F. Chiesa,78
England,A. Morley,60
England,J. Bedeau,58
Georgia,G. Kvilitaia,71
Romania,R. Marin,74
Romania,R. Benzar,71
Switzerland,S. Sidler,66
Poland,G. Jaroch,62
Chile,T. Alarcón,66
Argentina,G. Gudiño,68
Antigua and Barbuda,D. Bowry,53
Italy,F. Depaoli,71
Sweden,Y. Rafael  B,60
Italy,M. Di Gregorio,68
France,A. Bakayoko,64
Italy,A. Pinamonti,68
Mexico,E. Álvarez,76
Argentina,D. Carando,66
Mali,M. Fofana,70
Sweden,J. Asoro,66
France,Y. Marillat,65
New Zealand,M. Woud,63
Italy,M. Varnier,69
Ivory Coast,C. Kouamé,75
Portugal,Vitó,62
Ecuador,B. Cabezas,67
Croatia,A. Balić,68
Spain,Pol Lirola,71
England,R. Sessegnon,75
France,G. Tormin,64
France,I. Cardona,71
Turkey,C. Ünder,78
Morocco,M. Saadane,67
Nigeria,I. Atiemwen,69
Netherlands,D. Zeefuik,75
Saudi Arabia,M. Mansour,51
England,E. Embleton,60
Argentina,G. Gómez,66
Argentina,M. Zaracho,76
Italy,C. D'Urso,65
Italy,L. Zanimacchia,63
Uruguay,S. Gorga,65
Turkey,F. Zorba,59
Italy,F. Cassata,68
Spain,Rafa Navarro B,70
Spain,Brais Méndez,75
Spain,Marc Roca,77
Argentina,J. Brunetta,70
Brazil,Strefezza,64
Uruguay,F. Barceló,67
France,R. Guitane,65
France,J. Gaspar B,65
Argentina,G. Goñi,57
Spain,Mario González,64
Equatorial Guinea,Jannick,60
Poland,S. Szymański,69
Chile,I. Morales,66
France,P. Burner,73
Spain,Alex Pozo,70
Uruguay,P. Lima,62
Argentina,I. Gómez,72
Spain,Jacobo,63
Armenia,N. Briasco,66
Argentina,N. Cordero,61
Northern Ireland,D. Amos,59
Austria,A. Borkovic,65
Cameroon,N. Moumi Ngamaleu,75
Spain,Fran Beltrán,75
Colombia,L. García,63
Brazil,Raí,63
Argentina,E. Barco,74
England,B. Morris,59
England,C. John,60
Slovakia,C. Herc,65
England,M. Gibbs-White,71
Uruguay,C. González,66
Canada,B. Levis,60
France,F. N'Goma,67
England,H. Smith,62
England,J. Brown B,60
Spain,Javi Díaz,65
Republic of Ireland,C. Cockerill-Mollett,60
Spain,Dani Cárdenas,63
Netherlands,P. Clement,67
United States,K. Duncan,65
England,D. Batty,67
Mozambique,Reinildo,73
Russia,I. Zlobin,70
Brazil,João Bardinho,72
Brazil,Marlion Simões,73
Brazil,Estevão Baldeiro,74
Brazil,Douglas Armeira,74
Brazil,Elton Coengo,67
Brazil,Martin Cordeia,70
Brazil,Ever Rodeiro,65
Brazil,Freddy Cardouso,67
Brazil,Venanzio Meirás,67
Brazil,Hélton Carvalhal,61
England,D. Hume,65
Russia,D. Vorobyev,60
Italy,D. Diaw,70
Germany,P. Neumann,68
Serbia,D. Brašanac,76
England,A. Whiteman,63
Bolivia,G. Viscarra,62
Bolivia,D. Wayar,64
England,T. Sibbick,65
Honduras,A. Elis,75
England,O. Ejaria,73
England,H. Kane,67
Wales,B. Woodburn,66
Uruguay,F. Rodríguez Valla,70
Peru,S. Peña,73
Peru,A. Santamaría,67
Peru,V. Peña,66
Peru,P. Aquino,73
Ecuador,D. Aimar,70
Ecuador,P. Velasco,67
Netherlands,A. Danjuma Groeneveld,75
Guinea,I. Conté,65
Uruguay,J. Mascia,64
Argentina,N. Ibáñez,70
Nigeria,I. Mathew,69
Italy,G. Cuomo,57
Spain,Aarón,75
Colombia,M. Cortés,61
Colombia,E. Atuesta,73
Spain,Koke Vegas,70
Spain,Josema,66
Italy,R. Marchizza,68
England,S. Hart,63
Croatia,M. Rog,75
England,A. Jones,63
France,Y. Valery,72
Republic of Ireland,T. O'Connor,62
England,D. N'Lundulu,59
England,J. Vokins,62
Uruguay,E. Cabaco,74
England,J. Turner,54
Argentina,N. Messiniti,63
Australia,N. Mileusnić,64
Republic of Ireland,J. Molumby,67
Finland,S. Atakayi,60
Chile,R. González,65
Brazil,Luiz Felipe,77
Republic of Ireland,K. Flanagan,58
Republic of Ireland,D. Watts,60
England,C. Wood,66
Ghana,K. Mohammed,69
Italy,G. Maggiore,67
Switzerland,C. Zesiger,67
England,D. Wright,58
Nigeria,E. Obi,57
Italy,A. Plizzari,66
Uruguay,M. Olivera,71
Jamaica,J. Garrick,62
Spain,Pol Valentín B,67
Spain,Giovanni,60
Netherlands,L. Bergsma,65
Morocco,N. Mazraoui,77
France,E. Ndicka,74
Spain,Lasure,68
Croatia,S. Kulenović,63
Brazil,Yan Sasse,67
Sweden,S. Olsson,67
Argentina,M. Lucero,64
Argentina,D. Sosa,66
Argentina,F. Bustos B,76
Kenya,H. Ochieng,55
Denmark,J. Kabongo,61
Venezuela,R. Peña,64
Ivory Coast,S. Doumbia,68
Greece,D. Giannoulis,74
Greece,A. Poungouras,68
France,J. Mateta,76
Netherlands,L. Faye,66
Belgium,J. Ngoy,65
France,C. Michelin,72
Germany,F. Götze,64
Turkey,A. Aktaş,55
Argentina,A. Cardozo,60
Sierra Leone,M. Bundu,72
France,A. Claude-Maurice,75
Mali,Y. Bissouma,75
France,M. Nanizayamo,58
England,D. Keillor-Dunn,62
Austria,K. Arase,67
Spain,Pedro Díaz,69
Republic of Ireland,A. Bolger,58
France,M. Guendouzi,77
Netherlands,S. Lammers,74
Brazil,Douglas Luiz,75
Portugal,Artur Jorge,73
Argentina,M. Senesi,77
Argentina,T. Conechny,64
Spain,Adrián Diéguez,67
France,A. Nordin,72
Italy,E. Brignola,68
Bosnia and Herzegovina,A. Ahmedhodžić,69
Argentina,S. Cáseres,73
Colombia,S. Alzate,68
England,L. O'Brien,68
Germany,R. Koch,76
Germany,R. Glatzel,70
Belgium,A. Touba,65
Mexico,G. Arteaga,75
Uruguay,G. Guruceaga,71
Czech Republic,J. Sýkora,72
Czech Republic,J. Zmrhal,72
England,M. Ndjoli,59
England,H. Darling,59
Germany,E. Huth,65
Brazil,Guilherme Schettine,68
Cameroon,M. Hongla,68
Turkey,O. Malcı,56
Netherlands,M. Paes,70
Netherlands,O. Wijndal,77
Bulgaria,B. Chorbadzhiyski,66
Czech Republic,J. Pavlenka,82
South Korea,You Ju An,66
South Korea,Kim Jin Ya,67
United States,M. Farfan,64
France,Q. Bena,63
Sweden,E. Sylisufaj,63
Netherlands,C. Stengs,78
England,S. Shashoua,66
England,J. Tanganga,71
England,S. Tracey,60
Colombia,L. Sandoval,61
Italy,M. Kean,74
England,R. Loft,58
Germany,L. Grill,68
Belgium,D. Rigo,66
Belgium,T. Vlietinck,68
France,P. Hamel,71
Germany,A. Barkok,69
Australia,J. Koutroumbis,62
Germany,J. Kade,61
Ivory Coast,C. Operi,67
Brazil,David Neres,80
Norway,H. Stenevik,57
France,A. Caci,74
England,D. Adeniran,57
Portugal,Xeka,75
Netherlands,Y. van Osch,62
England,J. Brown,66
Germany,B. Koglin,64
Switzerland,F. Ugrinic,63
Germany,F. Baak,61
England,E. Balcombe,60
Argentina,L. Rivas,59
Argentina,G. Rojas,62
Portugal,Pedro Marques,70
Germany,K. Jakob,62
Chile,I. Tapia,59
Italy,S. Lo Faso,65
Spain,Melendo,78
Austria,M. Thurnwald,65
England,J. KayB,59
Cameroon,M. Ngadeu,75
Spain,Marc Gual,70
Spain,Luis Muñoz,67
Greece,A. Chatzigiovanis,72
Serbia,S. Lukić,74
Germany,D. Raum,64
Sweden,P. Almqvist,62
England,T. Nydam,62
Belgium,D. Lavalée,66
France,L. Fomba,68
France,F. Ballo-Touré,73
Spain,Pepe Mena,63
Bolivia,M. Zoch,69
Venezuela,L. González,69
Norway,S. Sørli,63
Ivory Coast,D. Bamba,67
Poland,P. Klimala,65
Denmark,O. Christensen,67
Spain,Kike Pérez,66
England,E. Osborne,56
Japan,A. Tanaka,69
Italy,E. Soleri,63
Hungary,D. Szoboszlai,75
Greece,M. Siopis,72
Wales,M. Touray,52
Denmark,K. Lunding,62
England,T. Abrahams,59
France,M. Terrier,76
