season,team_id,team,through_week,division,conference,adj_off_epa,adj_def_epa,net_adj_epa,EPAplay_off,EPAplay_def,success_off,success_def,early_down_EPA_off,early_down_EPA_def,explosive_off,explosive_def,havoc_off,havoc_def,EPAdrive_off,EPAdrive_def,drivesgame_off,drivesgame_def,playsdrive_off,playsdrive_def,yardsdrive_off,yardsdrive_def,passrate_off,rushrate_off,red_zone_success_off,red_zone_success_def,third_down_success_off,third_down_success_def,third_down_distance_off,third_down_distance_def,plays_off,plays_def,EPAplay_off_pass,EPAplay_off_rush,EPAplay_def_pass,EPAplay_def_rush,success_off_pass,success_off_rush,success_def_pass,success_def_rush,explosive_off_pass,explosive_off_rush,explosive_def_pass,explosive_def_rush
2016,99,LSU,15,fbs,SEC,0.14732,-0.19075,0.33807,0.09360,-0.11941,0.46055,0.38128,0.12995,-0.07524,0.06313,0.06145,0.13343,0.15084,0.49052,-0.62409,12.09091,12.45455,5.24060,5.22628,36.26316,25.43066,0.42324,0.57676,0.51852,0.36585,0.45390,0.35088,6.43972,6.64327,697,716,0.07364,0.10825,-0.17066,-0.06730,0.43729,0.47761,0.33518,0.42817,0.06102,0.06468,0.07202,0.05070
2016,103,Boston College,15,fbs,ACC,-0.22049,-0.17950,-0.04099,-0.21315,-0.12896,0.33291,0.36230,-0.14581,-0.07847,0.06530,0.07754,0.16389,0.18850,-0.99681,-0.57418,13.91667,14.00000,4.67665,4.45238,21.14970,24.83333,0.38796,0.61204,0.33333,0.41837,0.34184,0.35152,7.35714,7.60000,781,748,-0.25134,-0.18894,-0.10636,-0.15425,0.34323,0.32636,0.39241,0.32861,0.09241,0.04812,0.09114,0.06232
2016,113,Massachusetts,15,fbs,FBS Independents,-0.09039,0.15468,-0.24508,-0.05637,0.10412,0.40548,0.46829,-0.03583,0.09178,0.07945,0.07439,0.19315,0.15000,-0.28574,0.59290,13.09091,13.09091,5.06944,5.69444,27.43056,35.54167,0.60137,0.39863,0.47561,0.45763,0.34932,0.45223,8.50685,6.95541,730,820,-0.04730,-0.07004,0.15895,0.05723,0.40091,0.41237,0.48148,0.45701,0.10251,0.04467,0.07407,0.07466
2016,120,Maryland,15,fbs,Big Ten,0.00118,0.09473,-0.09355,-0.03906,0.05615,0.40903,0.46762,0.02698,0.11078,0.08030,0.07684,0.17817,0.14270,-0.19580,0.32377,13.25000,13.16667,5.01258,5.76582,28.33333,33.65190,0.45044,0.54956,0.40860,0.48649,0.38596,0.39429,8.37427,7.17143,797,911,-0.13465,0.03929,-0.02078,0.11664,0.37047,0.44064,0.42394,0.50196,0.07242,0.08676,0.08978,0.06667
2016,127,Michigan State,15,fbs,Big Ten,0.10944,0.08242,0.02702,0.02739,0.09397,0.42821,0.43394,0.05877,0.06205,0.06154,0.08345,0.13718,0.11405,0.16433,0.51578,11.81818,11.90909,6.00000,5.48855,34.70769,32.49618,0.48077,0.51923,0.42342,0.50476,0.40491,0.46104,7.58282,6.51948,780,719,0.10961,-0.04874,0.22143,-0.00263,0.42400,0.43210,0.48065,0.39853,0.08533,0.03951,0.11613,0.05868
2016,130,Michigan,15,fbs,Big Ten,0.18360,-0.24696,0.43057,0.12324,-0.20017,0.47084,0.33541,0.10191,-0.09819,0.07235,0.06110,0.12311,0.19701,0.70444,-0.96707,12.46154,12.76923,5.71605,4.83133,35.20370,21.54819,0.41793,0.58207,0.50251,0.35294,0.46703,0.25843,6.12637,8.48876,926,802,0.09948,0.14030,-0.31600,-0.09995,0.45736,0.48052,0.29032,0.37442,0.07494,0.07050,0.06720,0.05581
2016,135,Minnesota,15,fbs,Big Ten,-0.04110,-0.07463,0.03353,-0.04159,-0.08099,0.43213,0.38818,-0.00340,-0.09345,0.05853,0.06721,0.14321,0.17265,-0.21409,-0.43958,13.00000,13.25000,5.14744,5.42767,27.46154,27.29560,0.38854,0.61146,0.52518,0.40449,0.41808,0.44221,7.14689,7.48241,803,863,-0.10952,0.00157,-0.07035,-0.09451,0.41026,0.44603,0.37474,0.40526,0.05128,0.06314,0.07867,0.05263
2016,142,Missouri,15,fbs,SEC,0.05760,0.08725,-0.02965,0.02934,0.09738,0.44546,0.45801,0.04752,0.08317,0.07233,0.06607,0.11481,0.13438,0.16486,0.56470,14.09091,14.00000,5.61935,5.79870,36.21935,37.33117,0.48680,0.51320,0.44340,0.41429,0.45989,0.49451,6.37433,6.46154,871,893,0.00941,0.04824,0.06320,0.12680,0.41981,0.46980,0.43826,0.47500,0.08491,0.06040,0.07748,0.05625
2016,145,Ole Miss,15,fbs,SEC,0.15555,0.07955,0.07599,0.07127,0.16552,0.45813,0.46107,0.09479,0.19430,0.07536,0.09002,0.11364,0.11314,0.39989,0.93191,13.54545,13.27273,5.61074,5.63014,36.30201,38.13699,0.57057,0.42943,0.38095,0.50962,0.41935,0.43293,6.58710,6.78659,836,822,0.06721,0.07667,0.07793,0.23378,0.46331,0.45125,0.43611,0.48052,0.08176,0.06685,0.10278,0.08009
2016,150,Duke,15,fbs,ACC,0.03452,0.05688,-0.02236,0.00503,0.10820,0.44269,0.44395,-0.00698,0.04372,0.06983,0.08850,0.15152,0.16814,0.03008,0.58221,12.70000,12.60000,5.97638,5.38095,32.96063,37.15079,0.55995,0.44005,0.44828,0.43590,0.46711,0.49655,6.42763,7.49655,759,678,0.03718,-0.03587,0.18685,0.04273,0.45176,0.43114,0.43506,0.45135,0.08000,0.05689,0.12013,0.06216
2016,151,East Carolina,15,fbs,American Athletic,0.05029,0.14466,-0.09437,0.02799,0.15572,0.43636,0.47226,-0.03324,0.18595,0.07273,0.07355,0.16705,0.12258,0.17106,0.83810,13.09091,13.09091,6.11111,5.38194,36.63194,35.81944,0.62386,0.37614,0.36036,0.60504,0.41667,0.44444,7.18333,6.35294,880,775,0.06613,-0.03527,0.20018,0.12462,0.43898,0.43202,0.44828,0.48904,0.09654,0.03323,0.09404,0.05921
2016,152,NC State,15,fbs,ACC,0.02627,-0.12470,0.15097,0.01613,-0.03309,0.42217,0.40143,0.00896,-0.07031,0.07901,0.08789,0.14033,0.16627,0.09178,-0.18954,12.41667,12.25000,5.69128,5.72789,33.06040,31.04762,0.49764,0.50236,0.42647,0.33083,0.44886,0.40331,7.03409,7.63536,848,842,0.11142,-0.07827,-0.03126,-0.03557,0.44076,0.40376,0.40289,0.39944,0.10664,0.05164,0.08678,0.08939
2016,153,North Carolina,15,fbs,ACC,0.15152,0.02603,0.12550,0.11222,0.08058,0.46577,0.46921,0.08643,0.08146,0.08725,0.07143,0.15973,0.11946,0.62392,0.48830,12.18182,12.18182,5.55970,6.05970,35.80597,33.41791,0.56779,0.43221,0.48571,0.48855,0.48667,0.45143,7.65333,6.28571,745,812,0.23443,-0.04832,0.14489,0.04189,0.47991,0.44720,0.43934,0.48718,0.10402,0.06522,0.09836,0.05523
2016,154,Wake Forest,15,fbs,ACC,-0.12293,-0.14445,0.02152,-0.14866,-0.08355,0.36353,0.42873,-0.10076,-0.05694,0.05630,0.06561,0.15422,0.16176,-0.78866,-0.45874,12.83333,13.41667,5.30519,5.49068,25.31169,32.87578,0.45900,0.54100,0.35922,0.42373,0.34872,0.39444,6.84615,7.58333,817,884,-0.19932,-0.10568,-0.11511,-0.05127,0.37867,0.35068,0.42282,0.43478,0.05867,0.05430,0.08054,0.05034
2016,158,Nebraska,15,fbs,Big Ten,0.04228,0.00793,0.03434,0.03302,0.02149,0.43921,0.43412,0.00703,0.02937,0.07667,0.06941,0.12596,0.13294,0.19706,0.11782,11.76923,11.92308,5.96732,5.48387,33.18301,31.68387,0.45345,0.54655,0.47287,0.45098,0.44898,0.40678,7.13265,6.62147,913,850,0.07527,-0.00202,0.01400,0.02983,0.40580,0.46693,0.45536,0.41045,0.10870,0.05010,0.05357,0.08706
2016,164,Rutgers,15,fbs,Big Ten,-0.18454,0.05323,-0.23777,-0.23279,0.12308,0.35925,0.47497,-0.13839,0.13832,0.03887,0.08087,0.17292,0.12709,-1.14251,0.66126,13.81818,13.18182,4.90789,5.37241,20.49342,36.00000,0.45710,0.54290,0.31148,0.53103,0.32022,0.45806,7.50562,6.63226,746,779,-0.30955,-0.16816,0.09034,0.14208,0.30499,0.40494,0.43357,0.49899,0.04692,0.03210,0.09790,0.07099
2016,166,New Mexico State,15,fbs,Sun Belt,-0.09574,0.14911,-0.24485,0.00628,0.08019,0.42689,0.45920,0.00950,0.04857,0.08962,0.08161,0.18160,0.14495,0.03438,0.43600,14.09091,13.72727,5.47097,5.43709,31.60645,36.26490,0.53774,0.46226,0.38017,0.48062,0.36517,0.46951,7.91573,6.73780,848,821,-0.11260,0.14458,0.01685,0.12363,0.36404,0.50000,0.45210,0.46407,0.09649,0.08163,0.08383,0.08008
2016,167,New Mexico,15,fbs,Mountain West,0.12696,0.27598,-0.14902,0.18872,0.19885,0.47661,0.45007,0.15127,0.22685,0.11125,0.11052,0.12516,0.15579,1.08964,1.05166,11.41667,11.83333,5.77372,5.28873,38.94161,34.90845,0.21618,0.78382,0.49600,0.49612,0.49045,0.41667,6.38854,7.38194,791,751,0.11107,0.21014,0.26802,0.13912,0.38596,0.50161,0.46552,0.43672,0.12865,0.10645,0.13218,0.09181
2016,183,Syracuse,15,fbs,ACC,0.01247,0.06496,-0.05249,-0.01251,0.15294,0.41657,0.47094,-0.09274,0.16491,0.07735,0.07627,0.13923,0.12107,-0.07033,0.83660,14.63636,13.72727,5.62112,5.47020,31.85093,39.66887,0.56685,0.43315,0.46847,0.51304,0.42640,0.46341,7.27411,6.37805,905,826,0.06656,-0.11599,0.18126,0.12996,0.45419,0.36735,0.46486,0.47588,0.10136,0.04592,0.08919,0.06579
2016,189,Bowling Green,15,fbs,Mid-American,-0.15906,0.18479,-0.34385,-0.08625,0.15153,0.43284,0.48006,-0.03688,0.12842,0.06219,0.07290,0.14428,0.12517,-0.49532,0.79828,14.00000,13.80000,5.74286,5.26812,31.13571,35.44928,0.48383,0.51617,0.33058,0.58511,0.35065,0.49286,6.89610,6.12143,804,727,-0.25874,0.07543,0.23718,0.08034,0.39589,0.46747,0.49697,0.46599,0.05656,0.06747,0.10000,0.05038
2016,193,Miami (OH),15,fbs,Mid-American,-0.06587,0.04458,-0.11045,0.02065,-0.02135,0.44430,0.45274,0.03736,0.01177,0.06995,0.06219,0.14508,0.15672,0.10995,-0.12171,12.08333,11.75000,5.32414,5.70213,31.56552,32.29078,0.48834,0.51166,0.39048,0.43519,0.40132,0.41317,7.28947,6.35928,772,804,0.05398,-0.01116,-0.08759,0.04295,0.47480,0.41519,0.42172,0.48284,0.09019,0.05063,0.07323,0.05147
2016,194,Ohio State,15,fbs,Big Ten,0.17837,-0.26477,0.44314,0.15324,-0.18478,0.50255,0.37244,0.14602,-0.14643,0.06742,0.06264,0.10112,0.14692,0.89297,-0.95432,12.92308,13.07692,5.82738,5.16471,36.37500,25.50588,0.44229,0.55771,0.50641,0.32847,0.49495,0.34673,6.48990,7.44724,979,878,0.06005,0.22713,-0.24508,-0.12742,0.45035,0.54396,0.36449,0.38000,0.07159,0.06410,0.07243,0.05333
2016,195,Ohio,15,fbs,Mid-American,-0.17534,0.00276,-0.17810,-0.05419,-0.02626,0.40549,0.42295,-0.04586,-0.04274,0.07582,0.07432,0.14835,0.17049,-0.28840,-0.14474,13.15385,12.76923,5.32164,5.51205,29.81871,29.75904,0.47143,0.52857,0.32231,0.41071,0.39394,0.42439,7.46970,7.49268,910,915,-0.01895,-0.08562,0.02480,-0.08915,0.42424,0.38877,0.44158,0.40000,0.08159,0.07069,0.08911,0.05610
2016,197,Oklahoma State,15,fbs,Big 12,0.15814,-0.01572,0.17386,0.17761,0.08671,0.47900,0.47271,0.15730,0.11441,0.09194,0.08734,0.11805,0.13755,0.95998,0.48728,13.58333,13.58333,5.40491,5.61963,38.02454,35.82209,0.52100,0.47900,0.50000,0.49296,0.47619,0.44262,7.14286,6.86885,881,916,0.23471,0.11551,0.13204,0.04407,0.48584,0.47156,0.47297,0.47246,0.11111,0.07109,0.10135,0.07415
2016,201,Oklahoma,15,fbs,Big 12,0.27384,0.04969,0.22414,0.27354,0.12952,0.52266,0.44235,0.26524,0.07885,0.09484,0.08910,0.09589,0.09539,1.58283,0.72684,12.61538,13.07692,5.78659,5.61176,44.67683,34.85882,0.42571,0.57429,0.54054,0.42963,0.54167,0.45622,6.34524,6.99078,949,954,0.47824,0.12179,0.15576,0.09808,0.55693,0.49725,0.42885,0.45853,0.14109,0.06055,0.09038,0.08756
2016,202,Tulsa,15,fbs,American Athletic,0.10181,0.03837,0.06343,0.13477,-0.00258,0.46905,0.40856,0.13121,-0.03368,0.07253,0.08021,0.10445,0.14439,0.80548,-0.01389,14.41667,14.50000,5.97688,5.37356,37.75145,30.70690,0.41393,0.58607,0.43114,0.45455,0.49490,0.41232,6.23980,7.02844,1034,935,0.14685,0.12623,-0.02769,0.02367,0.48364,0.45875,0.39749,0.42013,0.08645,0.06271,0.08996,0.07002
2016,204,Oregon State,15,fbs,Pac-12,0.03644,-0.03315,0.06959,-0.02707,0.06148,0.41984,0.46172,0.03160,0.07107,0.08016,0.07297,0.14402,0.14474,-0.13934,0.36453,13.00000,12.81818,5.14685,5.92908,28.70629,34.75177,0.47962,0.52038,0.50000,0.45255,0.42767,0.42857,7.04403,6.70238,736,836,-0.22325,0.15373,-0.02770,0.13403,0.34561,0.48825,0.38400,0.52495,0.07649,0.08355,0.06667,0.07809
2016,213,Penn State,15,fbs,Big Ten,0.17179,-0.06303,0.23482,0.12742,-0.02455,0.43689,0.41617,0.17111,-0.00899,0.09601,0.06509,0.15102,0.15976,0.63162,-0.13383,13.35714,13.28571,4.95722,5.45161,33.77005,29.13978,0.44552,0.55448,0.39241,0.43651,0.36994,0.43182,7.35838,7.82273,927,1014,0.24921,0.02956,0.00370,-0.05269,0.44794,0.42802,0.42490,0.40748,0.12349,0.07393,0.06917,0.06102
2016,218,Temple,15,fbs,American Athletic,0.03340,-0.05719,0.09059,0.09169,-0.05561,0.44432,0.40050,0.08846,-0.07403,0.07906,0.07305,0.15033,0.18136,0.51462,-0.29050,12.30769,11.69231,5.61250,5.22368,35.56250,26.56579,0.45100,0.54900,0.43165,0.46341,0.45143,0.41081,7.58286,8.01622,898,794,0.12573,0.06373,-0.08105,-0.03473,0.43704,0.45030,0.38827,0.41055,0.11358,0.05071,0.08380,0.06422
2016,221,Pittsburgh,15,fbs,ACC,0.20689,0.08483,0.12206,0.18601,0.17196,0.47673,0.45792,0.14093,0.09643,0.09057,0.09617,0.15346,0.13224,0.96653,1.00217,12.75000,13.08333,5.19608,5.82803,37.24837,37.81529,0.37610,0.62390,0.52903,0.51678,0.50311,0.45856,6.81366,7.04420,795,915,0.32266,0.10363,0.25509,0.04496,0.48495,0.47177,0.47740,0.42818,0.12709,0.06855,0.11573,0.06630
2016,228,Clemson,15,fbs,ACC,0.22357,-0.20240,0.42597,0.12303,-0.13307,0.49558,0.37710,0.06482,-0.06257,0.07080,0.05777,0.09735,0.17122,0.73558,-0.64967,13.50000,13.92857,5.97884,4.88205,38.42328,25.12821,0.53717,0.46283,0.54737,0.46296,0.51835,0.33019,6.13303,8.23113,1130,952,0.21406,0.01739,-0.19539,-0.06326,0.51565,0.47228,0.35984,0.39644,0.09061,0.04780,0.06163,0.05345
2016,235,Memphis,15,fbs,American Athletic,0.06875,0.00368,0.06507,0.14411,0.07031,0.46780,0.46298,0.14391,0.05790,0.08362,0.07404,0.15593,0.11887,0.78724,0.41115,13.50000,13.66667,5.46296,5.84756,35.94444,36.55488,0.52994,0.47006,0.56557,0.45763,0.43646,0.42697,7.39779,6.64045,885,959,0.20924,0.07067,0.00639,0.13491,0.47548,0.45913,0.45436,0.47170,0.09808,0.06731,0.07054,0.07757
2016,238,Vanderbilt,15,fbs,SEC,-0.04760,-0.04557,-0.00203,-0.03455,-0.00381,0.41270,0.43452,0.02236,-0.00845,0.06227,0.05238,0.14774,0.16310,-0.18737,-0.02148,12.58333,12.41667,5.42384,5.63758,28.87417,33.56376,0.48840,0.51160,0.42623,0.34307,0.36994,0.45902,7.34682,6.83607,819,840,-0.06068,-0.00959,0.10476,-0.11500,0.39500,0.42959,0.44471,0.42410,0.08250,0.04296,0.07059,0.03373
2016,239,Baylor,15,fbs,Big 12,0.08019,-0.03142,0.11161,0.10896,0.03442,0.47531,0.41882,0.10659,-0.05440,0.09390,0.07963,0.10455,0.13030,0.67398,0.19697,13.91667,14.08333,6.18563,5.72189,38.86826,35.14793,0.45983,0.54017,0.47945,0.42553,0.46117,0.46040,6.53398,7.16832,1033,967,0.09737,0.11882,-0.01284,0.07133,0.44842,0.49821,0.39387,0.43831,0.10737,0.08244,0.09434,0.06814
2016,242,Rice,15,fbs,Conference USA,-0.16507,0.19421,-0.35928,-0.03075,0.17543,0.40195,0.44906,-0.03704,0.19076,0.07552,0.10188,0.17418,0.15013,-0.17294,0.89026,13.27273,13.36364,5.62329,5.07483,28.27397,38.07483,0.49817,0.50183,0.47525,0.46154,0.38953,0.40000,6.98837,7.46207,821,746,-0.14716,0.08481,0.26378,0.10648,0.36675,0.43689,0.44648,0.45107,0.07579,0.07524,0.12844,0.08115
2016,245,Texas A&M,15,fbs,SEC,0.15844,0.00893,0.14951,0.08950,0.04311,0.43240,0.45786,0.09625,0.05497,0.08392,0.07492,0.12121,0.14464,0.45708,0.24957,14.00000,13.83333,5.10714,5.78916,32.17857,34.45783,0.50350,0.49650,0.48571,0.34028,0.39326,0.44041,6.75843,7.03109,858,961,0.05656,0.12290,0.04723,0.03939,0.40741,0.45775,0.44737,0.46733,0.08565,0.08216,0.08333,0.06733
2016,248,Houston,15,fbs,American Athletic,-0.00836,-0.12663,0.11827,0.05560,-0.07965,0.45306,0.38733,-0.00693,-0.08984,0.07245,0.07430,0.13878,0.15713,0.32431,-0.40118,14.00000,13.58333,5.83333,5.03681,32.92262,26.34969,0.54388,0.45612,0.52817,0.49020,0.49289,0.37566,7.10900,7.64550,980,821,0.13452,-0.03851,-0.04428,-0.12050,0.48593,0.41387,0.39773,0.37533,0.07880,0.06488,0.07045,0.07874
2016,249,North Texas,15,fbs,Conference USA,-0.17514,0.08049,-0.25564,-0.05065,0.05947,0.40533,0.42512,-0.03275,-0.02936,0.07433,0.08213,0.19635,0.14734,-0.25255,0.35175,13.00000,12.72727,4.98601,5.91429,27.29371,36.76429,0.57924,0.42076,0.46512,0.44366,0.37584,0.47337,8.36913,6.98817,713,828,-0.10804,0.02835,-0.02188,0.11559,0.40678,0.40333,0.38757,0.45102,0.07264,0.07667,0.09172,0.07551
2016,251,Texas,15,fbs,Big 12,0.01864,-0.03261,0.05125,0.07263,0.06271,0.48790,0.43954,0.16425,0.07620,0.06855,0.07992,0.11492,0.14826,0.40936,0.34671,14.66667,14.33333,5.63636,5.52907,36.11364,32.31977,0.43347,0.56653,0.45333,0.45968,0.40206,0.42408,6.57216,7.45550,992,951,0.03511,0.10134,0.06568,0.06008,0.47209,0.50000,0.42377,0.45347,0.06977,0.06762,0.08969,0.07129
2016,252,BYU,15,fbs,FBS Independents,0.01508,-0.06801,0.08309,0.02841,-0.04720,0.45786,0.43834,-0.03302,-0.07357,0.06164,0.06568,0.11195,0.16220,0.16727,-0.27510,12.27273,11.63636,5.88889,5.82812,32.36296,35.64062,0.45660,0.54340,0.45113,0.45161,0.51829,0.42568,6.23171,6.72297,795,746,-0.13773,0.16801,0.04240,-0.14328,0.42424,0.48611,0.48705,0.38611,0.06061,0.06250,0.09585,0.03333
2016,254,Utah,15,fbs,Pac-12,0.04406,-0.07428,0.11834,0.03509,-0.01679,0.45085,0.42055,0.05038,-0.01155,0.07458,0.07885,0.14011,0.16607,0.19908,-0.08838,13.00000,13.25000,5.67308,5.26415,33.23077,31.22642,0.43390,0.56610,0.46575,0.47115,0.40678,0.43182,6.86441,7.97159,885,837,0.02367,0.04385,0.00200,-0.04293,0.41146,0.48104,0.40041,0.44857,0.06771,0.07984,0.09651,0.05429
2016,258,Virginia,15,fbs,ACC,-0.11458,0.01153,-0.12611,-0.09171,0.07495,0.42047,0.45182,-0.09123,0.01788,0.05302,0.07682,0.15043,0.15885,-0.49919,0.39972,13.54545,13.09091,5.44295,5.33333,28.83893,34.30556,0.59556,0.40444,0.50000,0.49515,0.38728,0.44937,7.87283,6.84810,811,768,-0.15581,0.00267,0.20748,-0.03315,0.38923,0.46646,0.48406,0.42553,0.05797,0.04573,0.11884,0.04255
2016,259,Virginia Tech,15,fbs,ACC,0.05062,-0.16920,0.21982,0.07579,-0.06478,0.46837,0.39370,0.08023,-0.00322,0.06837,0.06974,0.13980,0.19123,0.41726,-0.31298,13.69231,14.15385,5.50562,4.83152,32.82022,26.16304,0.44592,0.55408,0.51923,0.45098,0.45833,0.30526,6.82292,8.13158,980,889,0.21539,-0.03656,-0.05820,-0.07103,0.49886,0.44383,0.37644,0.41009,0.08467,0.05525,0.08314,0.05702
2016,264,Washington,15,fbs,Pac-12,0.21484,-0.16110,0.37594,0.18394,-0.08321,0.50920,0.40067,0.23588,-0.02632,0.06207,0.07325,0.13103,0.14761,0.98175,-0.45714,12.53846,12.61538,5.33742,5.49390,37.83436,27.73780,0.47241,0.52759,0.57241,0.48837,0.44720,0.36269,6.31677,7.14508,870,901,0.22716,0.14524,-0.14979,-0.01124,0.50608,0.51198,0.36325,0.44111,0.07299,0.05229,0.08120,0.06467
2016,265,Washington State,15,fbs,Pac-12,0.16191,-0.07014,0.23205,0.14178,0.01518,0.49420,0.43930,0.14205,0.03891,0.07271,0.06508,0.11907,0.15144,0.90299,0.08088,12.41667,12.50000,6.36913,5.32667,40.34899,32.35333,0.67334,0.32666,0.49189,0.57471,0.49162,0.41875,6.37989,7.33125,949,799,0.16816,0.08738,0.10099,-0.07943,0.48826,0.50645,0.45346,0.42368,0.07981,0.05806,0.08115,0.04737
2016,275,Wisconsin,15,fbs,Big Ten,0.11456,-0.14916,0.26372,0.06184,-0.10377,0.46130,0.40376,0.07331,0.00483,0.06295,0.05399,0.11971,0.13615,0.36315,-0.52316,11.78571,12.07143,5.87273,5.04142,32.89697,27.08284,0.35707,0.64293,0.52907,0.44444,0.46535,0.30899,6.37129,7.08427,969,852,0.12623,0.02607,-0.09569,-0.11362,0.48266,0.44944,0.40385,0.40365,0.09538,0.04494,0.07479,0.02865
2016,276,Marshall,15,fbs,Conference USA,-0.13872,0.19581,-0.33453,-0.02249,0.16953,0.40058,0.46832,-0.04529,0.16382,0.06676,0.08815,0.17271,0.16116,-0.12013,1.00064,12.90000,12.30000,5.34109,5.90244,27.99225,40.96748,0.58345,0.41655,0.47059,0.50794,0.38411,0.45255,8.07947,7.17518,689,726,-0.03242,-0.00858,0.25596,0.09340,0.36070,0.45645,0.47353,0.46373,0.08209,0.04530,0.10882,0.06995
2016,277,West Virginia,15,fbs,Big 12,0.05734,-0.07105,0.12839,0.08114,0.01881,0.45373,0.45316,0.08531,0.04066,0.08696,0.05664,0.12375,0.11329,0.46360,0.10999,13.08333,13.08333,5.71338,5.84713,37.62420,33.96815,0.44705,0.55295,0.46429,0.41481,0.43605,0.44560,7.22674,7.24352,897,918,0.11022,0.05763,0.04695,-0.01045,0.45387,0.45363,0.44444,0.46222,0.10224,0.07460,0.07479,0.03778
2016,278,Fresno State,15,fbs,Mountain West,-0.20026,0.14148,-0.34174,-0.12524,0.16304,0.34737,0.50932,-0.15941,0.14457,0.06974,0.06087,0.17500,0.10932,-0.67985,0.97220,12.72727,12.27273,5.42857,5.96296,26.33571,35.74815,0.51579,0.48421,0.33696,0.57143,0.42077,0.48322,7.63934,6.36913,760,805,-0.10614,-0.14558,0.18732,0.15179,0.35459,0.33967,0.46275,0.53091,0.09184,0.04620,0.10196,0.04182
2016,290,Georgia Southern,15,fbs,Sun Belt,-0.07917,0.13901,-0.21818,-0.01395,0.08254,0.41454,0.45260,-0.03797,0.14151,0.06760,0.08411,0.16071,0.13084,-0.08103,0.46481,12.27273,12.09091,5.80741,5.63158,30.94815,36.99248,0.33163,0.66837,0.38614,0.34821,0.44886,0.38621,6.31818,6.95172,784,749,0.07332,-0.05726,0.14087,0.03299,0.40769,0.41794,0.46221,0.44444,0.11538,0.04389,0.10174,0.06914
2016,295,Old Dominion,15,fbs,Conference USA,-0.02059,0.15716,-0.17775,0.11851,0.07222,0.43810,0.46072,0.11655,0.07706,0.08571,0.09720,0.12109,0.13848,0.65493,0.40782,12.09091,12.09091,5.52632,5.64662,36.09023,34.00000,0.45442,0.54558,0.45763,0.48175,0.36986,0.42568,6.82877,7.04054,735,751,0.15099,0.09146,0.04517,0.09781,0.43713,0.43890,0.44658,0.47409,0.08982,0.08229,0.10685,0.08808
2016,309,Louisiana,15,fbs,Sun Belt,-0.11085,0.06872,-0.17956,-0.05523,-0.00741,0.42940,0.41268,-0.00867,0.02615,0.06713,0.06699,0.17477,0.14952,-0.30987,-0.04046,12.83333,12.75000,5.61039,5.46405,29.20130,30.84314,0.41319,0.58681,0.46957,0.41593,0.40741,0.37288,7.38095,7.05085,864,836,-0.17076,0.02611,0.13107,-0.14196,0.36695,0.47337,0.44903,0.37736,0.07843,0.05917,0.10194,0.03302
2016,326,Texas State,15,fbs,Sun Belt,-0.24108,0.26873,-0.50981,-0.19419,0.15723,0.37784,0.47156,-0.13816,0.15170,0.06275,0.07109,0.20828,0.11256,-0.97616,0.86734,13.54545,13.90909,5.02685,5.51634,21.45638,35.05882,0.55274,0.44726,0.36111,0.56129,0.32353,0.47561,7.53529,6.86585,749,844,-0.26140,-0.11113,0.27482,0.07673,0.38647,0.36716,0.48397,0.46307,0.06280,0.06269,0.09913,0.05190
2016,328,Utah State,15,fbs,Mountain West,-0.02428,0.08722,-0.11150,-0.00922,0.06270,0.40382,0.45238,-0.00827,0.05391,0.08595,0.07393,0.18145,0.12657,-0.04863,0.37618,12.63636,12.09091,5.27338,6.00000,30.86331,33.45113,0.53752,0.46248,0.44304,0.44444,0.42169,0.44848,7.48193,6.65455,733,798,-0.06483,0.05540,0.02262,0.08775,0.39848,0.41003,0.40065,0.48473,0.10152,0.06785,0.10098,0.05703
2016,333,Alabama,15,fbs,SEC,0.17003,-0.40624,0.57627,0.12730,-0.24557,0.47231,0.32757,0.12866,-0.20974,0.07654,0.06703,0.13595,0.15676,0.70225,-1.18927,12.85714,13.64286,5.51667,4.84293,37.29444,22.41885,0.42095,0.57905,0.47170,0.42373,0.47449,0.34529,7.02551,7.75336,993,925,0.04115,0.18992,-0.26308,-0.22165,0.42584,0.50609,0.33895,0.31202,0.06459,0.08522,0.08614,0.04092
2016,344,Mississippi State,15,fbs,SEC,0.10940,0.13422,-0.02482,0.07722,0.13203,0.46495,0.46108,0.07081,0.09435,0.07710,0.08608,0.13668,0.13915,0.44662,0.75649,12.33333,12.33333,5.78378,5.72973,34.95270,38.56757,0.45911,0.54089,0.48113,0.44286,0.44633,0.48214,6.70621,6.42857,856,848,-0.04708,0.18273,0.20989,0.05490,0.41985,0.50324,0.48578,0.43662,0.07125,0.08207,0.10427,0.06808
2016,349,Army,15,fbs,FBS Independents,-0.02186,0.13157,-0.15343,0.08886,0.05729,0.48824,0.45870,0.03138,0.00496,0.07054,0.08787,0.12725,0.16344,0.58402,0.30750,11.00000,10.60000,6.57273,5.36792,36.32727,31.98113,0.13970,0.86030,0.57500,0.50000,0.51064,0.45455,5.96454,7.50000,723,569,-0.24190,0.14256,0.08130,0.03514,0.37624,0.50643,0.45421,0.46284,0.07921,0.06913,0.10623,0.07095
