Rk,Season,Team,Lg,BtRuns,GP,W,L,WL%,Bat#,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,LOB,R/Gm,XBH,TOB,TOBwe,Outs,RC,BAbip,RP,BtRuns.1,BtWins,ISO,AB/SO,SB%,SBatt,Hitting AIR,franchise,Rk_pit,Team_pit,Lg_pit,W_pit,GP_pit,W.1,L_pit,WL%_pit,ERA,G,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,PtchR,PtchW,WPA,WPA/LI,Clutch,RE24,REW,aLI,elo_start,elo_end,elo_delta,BtRuns/G,PtchR/G,RC/G,RA/G,RunDiff/G,BB%,SO%,HR%,XBH%,SV/G,WPA/G,Clutch/G,RE24/G,wl
276,2009,ATL,NL,-19,162,86,76,0.531,45,6335,5539,735,1459,990,300,20,149,700,58,26,602,1064,0.263,0.339,0.405,0.744,97,2246,142,52,95,47,54,1223,4.5,469,2113,2167,4390,791,0.3,1286,-19,-2.1,0.142,5.2,69.0,84,106,ATL,193,ATL,NL,86,162,86,76,0.531,3.57,162,3,0,38,1462.2,1399,641,581,119,530,59,1232,49,6,40,6208,116,3.66,1.319,8.6,0.7,3.3,7.6,2.32,86,9.4,8.0,7.4,120.2,85.67,9.6,0.06,1500.0,1526.435327407409,26.435327407408977,-0.11728395061728394,0.5308641975308642,4.882716049382716,3.95679012345679,0.5432098765432101,0.09502762430939227,0.16795580110497238,0.023520126282557223,0.07403314917127071,0.2345679012345679,0.04938271604938271,0.7419753086419754,0.5288271604938272,0.531
277,2014,CLE,AL,-21,162,85,77,0.525,43,6222,5575,669,1411,962,284,23,142,644,104,27,504,1189,0.253,0.317,0.389,0.706,97,2167,126,42,51,49,24,1154,4.1,449,1957,2008,4417,714,0.296,1171,-21,-2.4,0.136,4.7,79.4,131,95,CLE,199,CLE,AL,85,162,85,77,0.525,3.56,162,6,4,40,1468.1,1398,653,581,135,464,51,1450,58,2,56,6193,110,3.42,1.268,8.6,0.8,2.8,8.9,3.13,47,5.5,5.1,2.7,1683.3,36.01,4.6,0.0,1510.588661877386,1515.0427151265144,4.454053249128265,-0.12962962962962962,0.29012345679012347,4.407407407407407,4.030864197530864,0.06913580246913575,0.08100289296046287,0.1910961105753777,0.022822243651558983,0.07216329154612665,0.24691358024691357,0.03148148148148148,10.39074074074074,0.22228395061728393,0.525
278,2021,ATL,NL,-22,161,88,73,0.547,56,6056,5363,790,1307,779,269,20,239,762,59,19,549,1453,0.244,0.319,0.435,0.754,98,2333,81,67,32,43,36,1072,4.9,528,1923,1961,4231,801,0.288,1313,-22,-2.5,0.191,3.7,75.6,78,106,ATL,154,ATL,NL,88,161,88,73,0.547,3.88,161,2,2,40,1410.2,1237,656,608,183,516,34,1417,66,8,73,5944,113,4.09,1.243,7.9,1.2,3.3,9.0,2.75,77,8.0,7.3,8.7,140.9,85.86,8.8,0.05,1520.0035752399908,1551.8585209329003,31.854945692909723,-0.13664596273291926,0.4782608695652174,4.975155279503106,4.074534161490683,0.8254658385093174,0.09065389696169089,0.23992734478203434,0.039464993394980184,0.08718626155878467,0.2484472049689441,0.0453416149068323,0.8751552795031057,0.5332919254658385,0.547
279,2020,SEA,AL,-22,60,27,33,0.45,23,2181,1929,254,435,282,88,5,60,244,50,16,207,545,0.226,0.309,0.37,0.678,90,713,35,30,3,12,5,379,4.2,153,672,688,1560,235,0.281,438,-22,-2.2,0.144,3.5,75.8,66,94,SEA,529,SEA,AL,27,60,27,33,0.45,5.03,60,1,0,15,516.2,482,303,289,79,230,7,469,37,1,23,2249,86,4.91,1.378,8.4,1.4,4.0,8.2,2.04,-37,-3.2,-1.6,-1.7,,-31.12,-2.5,0.0,1478.9478710722549,1477.025138651106,-1.922732421149021,-0.36666666666666664,-0.6166666666666667,3.9166666666666665,5.05,-0.8499999999999996,0.09491059147180192,0.24988537368179733,0.027510316368638238,0.07015130674002751,0.25,-0.02666666666666667,,-0.5186666666666667,0.45
280,2018,CHC,NL,-22,163,95,68,0.583,50,6369,5624,761,1453,966,286,34,167,722,66,38,576,1388,0.258,0.333,0.41,0.744,97,2308,107,78,40,46,67,1224,4.7,487,2107,2166,4402,806,0.313,1316,-22,-2.4,0.152,4.1,63.5,104,105,CHC,56,CHC,NL,95,163,95,68,0.583,3.65,163,1,0,46,1476.1,1319,645,598,157,622,33,1333,66,3,46,6264,115,4.13,1.315,8.0,1.0,3.8,8.1,2.14,87,9.2,13.2,7.1,257.5,78.87,8.5,0.05,1531.8923758419874,1543.449649551666,11.557273709678611,-0.13496932515337423,0.5337423312883436,4.9447852760736195,3.957055214723926,0.742944785276074,0.09043805934997645,0.21793060135029046,0.02622075679070498,0.07646412309624745,0.2822085889570552,0.08098159509202453,1.5797546012269938,0.48386503067484665,0.583
281,2018,NYM,NL,-22,162,77,85,0.475,56,6177,5468,676,1282,813,265,34,170,649,71,39,566,1404,0.234,0.312,0.389,0.701,96,2125,116,73,28,42,36,1104,4.2,469,1921,1979,4411,695,0.283,1155,-22,-2.4,0.154,3.9,64.5,110,95,NYM,303,NYM,NL,77,162,77,85,0.475,4.07,162,3,1,41,1460.2,1364,707,661,185,484,32,1446,71,2,26,6178,92,3.97,1.265,8.4,1.1,3.0,8.9,2.99,-55,-4.3,3.3,0.7,61.3,-30.51,-1.7,0.05,1476.0170147114138,1488.4868558195003,12.469841108086484,-0.13580246913580246,-0.3395061728395062,4.290123456790123,4.364197530864198,-0.16419753086419764,0.09163024121741946,0.22729480330257407,0.027521450542334465,0.07592682531973449,0.25308641975308643,0.02037037037037037,0.37839506172839504,-0.18833333333333335,0.475
282,2017,DET,AL,-22,162,64,98,0.395,37,6150,5556,735,1435,924,289,35,187,699,65,34,503,1313,0.258,0.324,0.424,0.748,98,2355,128,52,11,27,21,1104,4.5,511,1990,2046,4321,768,0.306,1247,-22,-2.3,0.166,4.2,65.7,99,105,DET,442,DET,AL,64,162,64,98,0.395,5.36,162,2,1,32,1420.1,1587,894,846,218,538,42,1202,61,4,53,6298,84,4.73,1.496,10.1,1.4,3.4,7.6,2.23,-126,-11.6,-10.6,-13.7,-392.3,-139.57,-12.9,0.03,1504.1332806030878,1440.897684854784,-63.235595748303695,-0.13580246913580246,-0.7777777777777778,4.7407407407407405,5.518518518518518,-1.0185185185185182,0.08178861788617886,0.2134959349593496,0.03040650406504065,0.08308943089430894,0.19753086419753085,-0.0654320987654321,-2.421604938271605,-0.8615432098765432,0.395
283,2015,KCR,AL,-22,162,95,67,0.586,35,6116,5575,724,1497,1016,300,42,139,689,104,34,383,973,0.269,0.322,0.412,0.734,98,2298,133,77,34,47,28,1079,4.5,481,1957,2015,4326,747,0.301,1274,-22,-2.4,0.144,5.7,75.4,138,102,KCR,59,KCR,AL,95,162,95,67,0.586,3.73,162,2,1,56,1451.2,1372,641,601,155,489,10,1160,52,2,62,6112,113,4.04,1.282,8.5,1.0,3.0,7.2,2.37,75,8.0,9.3,5.5,2317.2,76.29,7.7,0.0,1512.5990588050183,1533.7804572714956,21.18139846647728,-0.13580246913580246,0.46296296296296297,4.611111111111111,3.95679012345679,0.5432098765432101,0.06262262916939176,0.1590909090909091,0.022727272727272728,0.07864617396991498,0.345679012345679,0.057407407407407414,14.303703703703702,0.47092592592592597,0.586
284,2012,CHW,AL,-22,162,85,77,0.525,35,6111,5518,748,1409,941,228,29,211,726,109,43,461,1203,0.255,0.318,0.422,0.74,98,2328,112,65,31,36,24,1038,4.6,468,1935,1991,4331,757,0.289,1263,-22,-2.4,0.167,4.6,71.7,152,102,CHW,202,CHW,AL,85,162,85,77,0.525,4.02,162,6,2,37,1445.2,1365,676,646,186,503,29,1246,68,9,66,6098,106,4.23,1.292,8.5,1.2,3.1,7.8,2.48,50,5.6,3.5,3.9,874.1,50.79,5.8,0.0,1493.2970713768786,1508.983537602241,15.686466225362436,-0.13580246913580246,0.30864197530864196,4.672839506172839,4.172839506172839,0.42716049382716026,0.07543773523154966,0.19685812469317623,0.03452790050728195,0.07658321060382917,0.22839506172839505,0.021604938271604937,5.3956790123456795,0.31351851851851853,0.525
285,2022,CHW,AL,-23,162,81,81,0.5,29,6123,5611,686,1435,1005,272,9,149,654,58,10,388,1269,0.256,0.31,0.387,0.698,97,2172,127,73,16,35,9,1117,4.2,430,1896,1937,4364,682,0.304,1191,-23,-2.6,0.131,4.4,85.3,68,92,CHW,242,CHW,AL,81,162,81,81,0.5,3.92,162,2,1,48,1447.2,1330,717,631,166,533,15,1450,51,6,64,6145,102,3.81,1.287,8.3,1.0,3.3,9.0,2.72,-2,0.3,2.2,1.5,,-9.61,-0.4,0.0,1522.050328376234,1492.7881133361386,-29.262215040095494,-0.1419753086419753,-0.012345679012345678,4.209876543209877,4.425925925925926,-0.22592592592592542,0.06336763024661114,0.2072513473787359,0.024334476563775926,0.07022701290217213,0.2962962962962963,0.013580246913580249,,-0.059320987654320985,0.5
286,2019,MIL,NL,-23,162,89,73,0.549,50,6309,5542,769,1366,820,279,17,250,744,101,25,629,1563,0.246,0.329,0.438,0.767,97,2429,120,72,20,38,42,1180,4.7,546,2067,2108,4379,855,0.296,1263,-23,-2.5,0.192,3.5,80.2,126,111,MIL,143,MIL,NL,89,162,89,73,0.549,4.4,162,0,0,50,1459.2,1364,766,713,225,570,28,1497,60,3,41,6251,102,4.46,1.325,8.4,1.4,3.5,9.2,2.63,13,1.9,6.8,1.7,152.2,11.83,1.6,0.04,1523.7089966539968,1525.716730821622,2.007734167625358,-0.1419753086419753,0.08024691358024691,5.277777777777778,4.728395061728395,-0.028395061728394566,0.09969884292280869,0.24774132192106516,0.03962593120938342,0.0865430337612934,0.30864197530864196,0.04197530864197531,0.9395061728395061,0.0730246913580247,0.549
287,2026,ATH,AL,-24,114,45,69,0.395,28,4350,3874,493,946,625,176,10,135,473,57,23,386,988,0.244,0.319,0.399,0.719,96,1547,88,51,17,21,18,809,4.3,321,1383,1417,3077,509,0.293,831,-24,-2.6,0.155,3.9,71.3,80,99,ATH,507,ATH,AL,45,114,45,69,0.395,5.4,114,1,0,27,1011.2,1055,649,607,177,455,12,971,56,7,32,4503,84,4.96,1.493,9.4,1.6,4.0,8.6,2.13,-85,-7.7,-8.2,-8.7,,-122.05,-10.9,0.0,1487.5694523793943,1437.3102387638332,-50.259213615561066,-0.21052631578947367,-0.7456140350877193,4.464912280701754,5.692982456140351,-1.3929824561403512,0.08873563218390805,0.2271264367816092,0.03103448275862069,0.07379310344827586,0.23684210526315788,-0.0719298245614035,,-1.0706140350877194,0.395
288,2023,CIN,NL,-24,162,82,80,0.506,36,6195,5499,783,1371,868,268,37,198,747,190,48,556,1500,0.249,0.327,0.42,0.746,98,2307,101,92,19,29,8,1107,4.8,503,2019,2068,4325,795,0.306,1332,-24,-2.4,0.17,3.7,79.8,238,105,CIN,230,CIN,NL,82,162,82,80,0.506,4.83,162,0,0,53,1439.1,1426,821,772,222,613,13,1381,81,7,48,6310,97,4.79,1.417,8.9,1.4,3.8,8.6,2.25,-16,-0.9,2.9,-4.5,,-33.93,-2.5,0.0,1463.0345700363753,1476.6573211744742,13.62275113809892,-0.14814814814814814,-0.09876543209876543,4.907407407407407,5.067901234567901,-0.26790123456790127,0.0897497982243745,0.24213075060532688,0.031961259079903145,0.08119451170298628,0.3271604938271605,0.017901234567901235,,-0.20944444444444443,0.506
289,2016,MIA,NL,-24,161,79,82,0.491,52,6134,5547,655,1460,1031,259,42,128,626,71,28,447,1213,0.263,0.322,0.394,0.716,96,2187,140,54,46,38,40,1171,4.1,429,1961,2026,4339,720,0.314,1153,-24,-2.5,0.131,4.6,71.7,99,99,MIA,273,MIA,NL,79,161,79,82,0.491,4.05,161,0,0,55,1435.0,1358,682,646,152,595,62,1379,61,3,66,6164,98,3.97,1.361,8.5,1.0,3.7,8.6,2.32,-8,-0.3,0.0,-1.0,0.4,3.16,1.1,0.05,1479.5481527710392,1475.6293831066664,-3.918769664372803,-0.14906832298136646,-0.049689440993788817,4.472049689440993,4.236024844720497,-0.13602484472049703,0.07287251385718943,0.1977502445386371,0.020867297032931203,0.06993805021193349,0.3416149068322981,0.0,0.002484472049689441,0.019627329192546585,0.491
290,2016,NYM,NL,-24,162,87,75,0.537,46,6115,5459,671,1342,865,240,19,218,649,42,18,517,1302,0.246,0.316,0.417,0.733,97,2274,123,62,35,41,43,1120,4.1,477,1921,1964,4334,738,0.282,1102,-24,-2.4,0.171,4.2,70.0,60,101,NYM,169,NYM,NL,87,162,87,75,0.537,3.57,162,1,1,55,1447.1,1397,617,574,152,439,39,1396,35,7,50,6067,113,3.56,1.269,8.7,0.9,2.7,8.7,3.18,78,8.4,11.8,8.1,231.9,85.18,9.4,0.05,1511.5401425893222,1515.1011902932892,3.561047703967006,-0.14814814814814814,0.48148148148148145,4.555555555555555,3.808641975308642,0.29135802469135763,0.08454619787408013,0.21291905151267376,0.035650040883074406,0.07800490596892887,0.3395061728395062,0.0728395061728395,1.4314814814814816,0.5258024691358025,0.537
291,2011,CIN,NL,-24,162,79,83,0.488,42,6329,5612,735,1438,972,264,19,183,697,97,50,535,1250,0.256,0.326,0.408,0.734,98,2289,98,63,78,40,52,1189,4.5,466,2036,2111,4440,785,0.297,1249,-24,-2.6,0.152,4.5,66.0,147,102,CIN,279,CIN,NL,79,162,79,83,0.488,4.16,162,4,2,39,1467.2,1414,720,678,185,539,47,1112,59,13,51,6259,95,4.37,1.331,8.7,1.1,3.3,6.8,2.06,-23,-1.8,-6.0,-4.0,-105.8,-40.88,-3.8,0.06,1515.8804242386302,1497.4972310520957,-18.383193186534758,-0.14814814814814814,-0.1419753086419753,4.845679012345679,4.444444444444445,0.05555555555555536,0.08453152156738822,0.19750355506399114,0.028914520461368304,0.0736293253278559,0.24074074074074073,-0.037037037037037035,-0.6530864197530865,-0.25234567901234567,0.488
292,2009,FLA,NL,-24,162,87,75,0.537,44,6312,5572,772,1493,1013,296,25,159,727,75,35,568,1226,0.268,0.34,0.416,0.756,97,2316,110,63,70,39,46,1214,4.8,480,2124,2183,4333,830,0.316,1340,-24,-2.6,0.148,4.5,68.2,110,108,MIA,173,FLA,NL,87,162,87,75,0.537,4.29,162,5,1,45,1446.0,1425,766,690,160,601,60,1248,45,5,59,6299,100,4.15,1.401,8.9,1.0,3.7,7.8,2.08,-9,-0.3,-1.6,-1.8,-30.3,-37.04,-2.8,0.05,1500.0,1509.9789624521618,9.978962452161795,-0.14814814814814814,-0.05555555555555555,5.1234567901234565,4.728395061728395,0.07160493827160508,0.08998732572877059,0.19423320659062104,0.025190114068441065,0.07604562737642585,0.2777777777777778,-0.009876543209876543,-0.18703703703703703,-0.22864197530864197,0.537
293,2025,MIA,NL,-25,162,79,83,0.488,26,6142,5543,709,1388,933,272,29,154,677,138,44,482,1247,0.25,0.314,0.393,0.708,97,2180,94,54,19,44,13,1117,4.4,455,1924,1970,4356,710,0.295,1232,-25,-2.6,0.143,4.4,75.8,182,95,MIA,270,MIA,NL,79,162,79,83,0.488,4.6,162,0,0,40,1443.1,1376,798,737,199,507,17,1294,71,10,65,6185,94,4.34,1.305,8.6,1.2,3.2,8.1,2.55,-46,-3.9,3.8,-0.1,,-49.09,-3.9,0.0,1467.4256720445794,1478.39078307235,10.96511102777049,-0.15432098765432098,-0.2839506172839506,4.382716049382716,4.925925925925926,-0.5259259259259252,0.07847606642787365,0.20302832953435362,0.02507326603712146,0.07408010420058612,0.24691358024691357,0.023456790123456788,,-0.30302469135802473,0.488
294,2015,NYM,NL,-25,162,90,72,0.556,48,6145,5527,683,1351,862,295,17,177,654,51,25,488,1290,0.244,0.312,0.4,0.712,96,2211,130,68,29,32,42,1098,4.2,489,1907,1964,4392,708,0.287,1160,-25,-2.8,0.156,4.3,67.1,76,97,NYM,128,NYM,NL,90,162,90,72,0.556,3.43,162,1,1,50,1462.2,1341,613,557,152,383,43,1337,44,2,46,6046,111,3.53,1.179,8.3,0.9,2.4,8.2,3.49,59,6.8,8.8,8.1,152.4,53.33,6.8,0.06,1496.9202092753658,1519.2335709822037,22.31336170683789,-0.15432098765432098,0.36419753086419754,4.37037037037037,3.7839506172839505,0.41604938271604963,0.07941415785191212,0.20992676973148902,0.028803905614320585,0.07957689178193654,0.30864197530864196,0.054320987654320994,0.9407407407407408,0.3291975308641975,0.556
295,2025,KCR,AL,-26,162,82,80,0.506,32,6008,5431,651,1342,869,292,22,159,638,111,42,435,1096,0.247,0.309,0.397,0.706,96,2155,97,69,29,41,19,1073,4.0,473,1846,1874,4298,686,0.281,1130,-26,-2.7,0.15,5.0,72.5,153,95,KCR,228,KCR,AL,82,162,82,80,0.506,3.73,162,0,0,47,1436.2,1308,637,596,171,478,17,1271,45,3,54,5997,110,4.01,1.243,8.2,1.1,3.0,8.0,2.66,67,7.3,10.7,5.2,,83.44,9.3,0.0,1501.7569026149051,1505.1259203596264,3.369017744721305,-0.16049382716049382,0.41358024691358025,4.234567901234568,3.932098765432099,0.06790123456790109,0.07240346205059921,0.18242343541944075,0.026464713715046606,0.078728362183755,0.29012345679012347,0.06604938271604938,,0.5150617283950617,0.506
296,2023,WSN,NL,-26,162,71,91,0.438,22,6085,5522,700,1401,945,279,26,151,665,127,29,423,1149,0.254,0.314,0.396,0.709,96,2185,112,78,20,38,6,1082,4.3,456,1902,1945,4320,703,0.293,1214,-26,-2.6,0.142,4.8,81.4,156,96,WSN,373,WSN,NL,71,162,71,91,0.438,5.02,162,0,0,42,1428.1,1512,845,797,245,592,25,1225,66,8,54,6285,85,5.15,1.473,9.5,1.5,3.7,7.7,2.07,-113,-10.5,-8.3,-12.7,,-103.38,-9.6,0.0,1450.4738605784837,1442.6445686726745,-7.829291905808986,-0.16049382716049382,-0.6975308641975309,4.339506172839506,5.216049382716049,-0.9160493827160492,0.0695152013147083,0.18882497945768284,0.024815119145439605,0.07493837304847988,0.25925925925925924,-0.051234567901234575,,-0.6381481481481481,0.438
297,2016,PIT,NL,-26,162,78,83,0.484,55,6261,5542,729,1426,964,277,32,153,696,110,45,561,1334,0.257,0.332,0.402,0.734,96,2226,133,81,41,36,39,1173,4.5,462,2068,2134,4371,768,0.311,1272,-26,-2.8,0.144,4.2,71.0,155,104,PIT,293,PIT,NL,78,162,78,83,0.484,4.21,162,5,1,51,1450.2,1490,758,679,180,533,28,1232,68,7,71,6292,99,4.3,1.395,9.2,1.1,3.3,7.6,2.31,-20,-1.6,-2.8,-9.2,-49.4,-42.36,-3.7,0.05,1528.507814427477,1495.2626273055555,-33.24518712192116,-0.16049382716049382,-0.12345679012345678,4.7407407407407405,4.679012345679013,-0.1790123456790127,0.08960229995208434,0.2130650055901613,0.024436990896023,0.07379012937230474,0.3148148148148148,-0.01728395061728395,-0.30493827160493825,-0.2614814814814815,0.484
298,2025,BAL,AL,-27,162,75,87,0.463,44,6020,5416,677,1273,812,251,19,191,643,121,37,484,1457,0.235,0.305,0.394,0.699,96,2135,102,75,4,41,14,1044,4.2,461,1832,1868,4327,682,0.284,1129,-27,-2.9,0.159,3.7,76.6,158,93,BAL,323,BAL,AL,75,162,75,87,0.463,4.6,162,1,0,38,1432.2,1433,788,733,217,523,19,1351,48,8,63,6166,88,4.41,1.365,9.0,1.4,3.3,8.5,2.58,-86,-7.0,-0.3,-7.0,,-75.64,-5.6,0.0,1517.8954235681892,1484.3088752485644,-33.58654831962485,-0.16666666666666666,-0.5308641975308642,4.209876543209877,4.864197530864198,-0.6641975308641976,0.08039867109634552,0.2420265780730897,0.031727574750830566,0.076578073089701,0.2345679012345679,-0.0018518518518518517,,-0.4669135802469136,0.463
299,2020,CHC,NL,-27,60,34,26,0.567,27,2214,1918,265,422,258,82,8,74,248,24,10,229,568,0.22,0.318,0.387,0.705,90,742,42,52,1,13,9,412,4.4,164,703,728,1562,250,0.27,439,-27,-2.6,0.167,3.4,70.6,34,102,CHC,519,CHC,NL,34,60,34,26,0.567,3.99,60,2,2,16,518.1,451,240,230,74,182,7,523,17,4,22,2153,114,4.18,1.221,7.8,1.3,3.2,9.1,2.87,38,4.1,6.9,4.9,,48.7,5.4,0.0,1517.9847157554284,1521.1748229355278,3.190107180099403,-0.45,0.6333333333333333,4.166666666666667,4.0,0.40000000000000036,0.1034327009936766,0.2565492321589883,0.03342366757000903,0.07407407407407407,0.26666666666666666,0.115,,0.8116666666666668,0.567
300,2020,DET,AL,-27,58,23,35,0.397,23,2076,1893,249,463,311,78,12,62,242,19,6,147,567,0.245,0.303,0.397,0.7,91,751,42,19,1,14,1,337,4.3,152,629,642,1493,236,0.314,429,-27,-2.7,0.152,3.3,76.0,25,99,DET,538,DET,AL,23,58,23,35,0.397,5.63,58,1,0,11,492.2,511,318,308,91,192,2,444,34,0,18,2174,81,5.17,1.427,9.3,1.7,3.5,8.1,2.31,-48,-4.3,-3.9,-3.9,,-51.97,-4.6,0.0,1422.607698863732,1420.7829040632537,-1.8247948004782304,-0.46551724137931033,-0.8275862068965517,4.068965517241379,5.482758620689655,-1.182758620689655,0.0708092485549133,0.273121387283237,0.029865125240847785,0.07321772639691715,0.1896551724137931,-0.06724137931034482,,-0.8960344827586206,0.397
301,2009,WSN,NL,-27,162,59,103,0.364,55,6273,5493,710,1416,951,271,38,156,685,73,40,617,1208,0.258,0.337,0.406,0.743,96,2231,133,56,64,42,39,1223,4.4,465,2089,2133,4356,783,0.302,1239,-27,-2.9,0.148,4.5,64.6,113,106,WSN,476,WSN,NL,59,162,59,103,0.364,5.0,162,6,1,33,1424.1,1533,874,791,173,629,59,911,48,5,74,6349,85,4.82,1.518,9.7,1.1,4.0,5.8,1.45,-125,-12.0,-17.8,-13.9,-348.7,-167.93,-15.8,0.05,1500.0,1443.4362646461327,-56.56373535386729,-0.16666666666666666,-0.7716049382716049,4.833333333333333,5.395061728395062,-0.9950617283950614,0.09835804240395345,0.19257133747808067,0.024868483978957436,0.0741272118603539,0.2037037037037037,-0.10987654320987655,-2.1524691358024692,-1.036604938271605,0.364
302,2026,SDP,NL,-28,115,59,56,0.513,24,4269,3786,486,891,588,171,10,122,471,117,30,391,945,0.235,0.312,0.382,0.694,94,1448,87,43,18,30,15,746,4.2,303,1325,1350,3060,471,0.28,835,-28,-2.9,0.147,4.0,79.6,147,95,SDP,472,SDP,NL,59,115,59,56,0.513,4.21,115,0,0,34,1014.0,949,503,474,129,400,12,932,48,5,29,4321,98,4.23,1.33,8.4,1.1,3.6,8.3,2.33,-6,0.0,3.4,1.4,,13.48,1.7,0.0,1519.9299631066071,1511.239514145338,-8.690448961269112,-0.24347826086956523,-0.05217391304347826,4.095652173913043,4.373913043478261,-0.17391304347826075,0.09159053642539236,0.2213633169360506,0.028578121339892248,0.07097680955727337,0.2956521739130435,0.029565217391304348,,0.11721739130434783,0.513
303,2020,ARI,NL,-28,60,25,35,0.417,20,2238,1997,269,482,311,101,12,58,255,23,7,181,461,0.241,0.312,0.391,0.704,90,781,37,36,1,23,5,402,4.5,171,699,717,1583,258,0.282,466,-28,-2.7,0.15,4.3,76.7,30,101,ARI,535,ARI,NL,25,60,25,35,0.417,4.84,60,0,0,13,518.1,506,295,279,93,235,20,524,23,1,23,2279,94,4.99,1.43,8.8,1.6,4.1,9.1,2.23,-12,-0.7,-2.7,-3.8,,-14.09,-0.9,0.0,1510.1228900412366,1492.5907869088078,-17.5321031324288,-0.4666666666666667,-0.2,4.3,4.916666666666667,-0.41666666666666696,0.08087578194816801,0.2059874888293119,0.025915996425379804,0.07640750670241286,0.21666666666666667,-0.045000000000000005,,-0.23483333333333334,0.417
304,2020,CLE,AL,-28,60,35,25,0.583,22,2247,1959,248,446,286,96,5,59,234,25,10,239,517,0.228,0.317,0.372,0.689,88,729,40,24,7,16,4,412,4.1,160,709,722,1586,248,0.277,423,-28,-2.9,0.144,3.8,71.4,35,99,CLE,518,CLE,AL,35,60,35,25,0.583,3.29,60,1,0,20,536.0,440,209,196,68,157,8,621,27,1,20,2176,136,3.55,1.114,7.4,1.1,2.6,10.4,3.96,72,7.6,9.3,6.5,,81.49,8.5,0.0,1524.5124021336517,1525.577657522425,1.0652553887732663,-0.4666666666666667,1.2,4.133333333333334,3.4833333333333334,0.6166666666666663,0.10636404094348019,0.23008455718736093,0.0262572318647085,0.07120605251446373,0.3333333333333333,0.155,,1.3581666666666665,0.583
305,2019,LAA,AL,-28,162,72,90,0.444,46,6251,5542,769,1368,859,268,21,220,734,65,20,586,1276,0.247,0.324,0.422,0.746,96,2338,143,67,4,42,29,1125,4.7,509,2021,2072,4383,794,0.281,1283,-28,-3.0,0.175,4.3,76.5,85,107,LAA,363,LAA,AL,72,162,72,90,0.444,5.12,162,0,0,32,1442.2,1417,868,820,267,576,11,1404,82,9,98,6289,91,5.04,1.381,8.8,1.7,3.6,8.8,2.44,-66,-5.8,-3.3,-8.6,-1088.4,-73.07,-6.3,0.0,1499.179685308168,1466.4317752114532,-32.747910096714804,-0.1728395061728395,-0.4074074074074074,4.901234567901234,5.3580246913580245,-0.6580246913580243,0.09374500079987202,0.2041273396256599,0.035194368900975846,0.08142697168453047,0.19753086419753085,-0.02037037037037037,-6.718518518518519,-0.45104938271604933,0.444
306,2018,MIN,AL,-28,162,78,84,0.481,41,6154,5526,738,1379,874,317,22,166,704,47,27,534,1328,0.25,0.318,0.405,0.723,96,2238,89,37,19,38,25,1087,4.6,505,1950,1992,4320,733,0.298,1276,-28,-2.9,0.155,4.2,63.5,74,100,MIN,289,MIN,AL,78,162,78,84,0.481,4.5,162,2,1,37,1443.1,1425,775,721,198,573,34,1377,80,0,59,6287,96,4.39,1.384,8.9,1.2,3.6,8.6,2.4,-30,-2.4,-2.3,-3.9,-582.6,-36.36,-2.8,0.0,1504.1214913573067,1492.441440351099,-11.680051006208032,-0.1728395061728395,-0.18518518518518517,4.5246913580246915,4.783950617283951,-0.18395061728395135,0.08677283067923301,0.21579460513487164,0.026974325641858955,0.08206044848878778,0.22839506172839505,-0.01419753086419753,-3.5962962962962965,-0.22444444444444445,0.481
307,2016,CLE,AL,-28,161,94,67,0.584,39,6155,5484,777,1435,913,308,29,185,733,134,31,531,1246,0.262,0.329,0.43,0.759,96,2356,137,49,31,60,16,1084,4.8,522,2015,2070,4308,801,0.304,1325,-28,-2.8,0.168,4.4,81.2,165,110,CLE,68,CLE,AL,94,161,94,67,0.584,3.84,161,5,3,37,1445.0,1330,676,617,186,461,34,1398,34,7,49,6033,118,3.91,1.239,8.3,1.2,2.9,8.7,3.03,97,10.1,11.3,10.6,2818.6,86.35,8.9,0.0,1510.760874594459,1534.6542801059593,23.893405511500305,-0.17391304347826086,0.6024844720496895,4.975155279503106,4.198757763975156,0.6012422360248442,0.08627132412672624,0.2024370430544273,0.030056864337936636,0.08480909829406987,0.22981366459627328,0.07018633540372671,17.506832298136647,0.5363354037267081,0.584
308,2015,ARI,NL,-28,162,79,83,0.488,50,6276,5649,720,1494,1003,289,48,154,680,132,44,490,1312,0.264,0.324,0.414,0.738,97,2341,134,33,46,57,40,1153,4.4,491,2017,2079,4436,796,0.316,1246,-28,-3.2,0.15,4.3,75.0,176,103,ARI,274,ARI,NL,79,162,79,83,0.488,4.04,162,1,1,44,1467.0,1450,713,659,182,500,45,1215,48,3,51,6257,102,4.21,1.329,8.9,1.1,3.1,7.5,2.43,14,1.8,0.0,-3.5,3.7,-14.61,-1.1,0.05,1468.5309964909636,1486.455913516972,17.924917026008416,-0.1728395061728395,0.08641975308641975,4.91358024691358,4.401234567901234,-0.001234567901233774,0.07807520713830465,0.20905035054174634,0.024537922243467177,0.07823454429572976,0.2716049382716049,0.0,0.022839506172839506,-0.09018518518518519,0.488
